Key,koreana
armorSteelSetSchematic,"강철 방어구 도면 세트"
armorLeatherSetSchematic,"가죽 방어구 도면 세트"
armorMilitarySetSchematic,"군용 방어구 도면 세트"
ulmStationMaintenance_1Blueprint,"정비소 도면"
ulmStationMaintenance_1BlueprintDesc,"새로운 제작 도면을 배울 수 있습니다. 이미 알고 있는 경우 사용 시 XP를 제공합니다."
ulmStationMaintenance_2Blueprint,"정비소 (Tier 2) 도면"
ulmStationMaintenance_2BlueprintDesc,"새로운 제작 도면을 배울 수 있습니다. 이미 알고 있는 경우 사용 시 XP를 제공합니다."
ulmStationMaintenance_3Blueprint,"정비소 (Tier 3) 도면"
ulmStationMaintenance_3BlueprintDesc,"새로운 제작 도면을 배울 수 있습니다. 이미 알고 있는 경우 사용 시 XP를 제공합니다."
ulmDoorSciFi01Blueprint,"철제 보안 출입문 도면"
ulmDoorSciFi01PoweredBlueprint,"철제 보안 출입문 (전력 필요) 도면"
ulmDoorSciFi02Blueprint,"철제 보안 유리 출입문 도면"
ulmDoorSciFi02ScreenBlueprint,"안내 스크린 도면"
ulmDoorSciFi02PoweredBlueprint,"철제 보안 유리 출입문 (전력 필요) 도면"
ulmDoorSciFi03Blueprint,"철제 보안 게이트 도면"
ulmDoorSciFi03PoweredBlueprint,"철제 보안 게이트 (전력 필요) 도면"
ulmDoorSciFi04Blueprint,"철제 보안 방폭문 도면"
ulmDoorSciFi04PoweredBlueprint,"철제 보안 방폭문 (전력 필요) 도면"
ulmDrinkPlasticBottleMineralWater,"깨끗한 생수 (페트병)"
ulmDrinkPlasticBottleMineralWaterDesc,"깨끗한 생수는 소화를 도와주고 꽤 오랜 시간 당신에게 수분을 공급해 줍니다. 격렬한 신체 운동을 해도 빨리 배고프거나 목마르지는 않을 것입니다."
ulmGunKineticPistolGlock,"골콘다"
ulmGunKineticPistolGlockDesc,"고용량 클립을 장착한 신뢰성 있는 반자동 폴리머 프레임 권총입니다."
ulmGunKineticRocketLauncherAT4,"ATRL-1 스팅어"
ulmGunKineticRocketLauncherAT4Desc,"표준 군용 휴대용 무유도 로켓 런쳐입니다."
ulmGunKineticRocketLauncherM202,"INCL-4 헬파이어"
ulmGunKineticRocketLauncherM202Desc,"빠르게 4번 연속으로 발사가 가능한 표준 군용 휴대용 무유도 로켓 런쳐입니다."
ulmGunKineticShotgunEnforcer,"집행자"
ulmGunKineticShotgunEnforcerDesc,"펌프 액션 장전식의 긴 배럴 산탄총입니다."
ulmGunKineticShotgunPeacekeeper,"피스키퍼"
ulmGunKineticShotgunPeacekeeperDesc,"순수한 화력만으로 정의와 평화를 수호하는 수단입니다."
ulmGunKineticShotgunScrap,"고철 샷건"
ulmGunKineticShotgunScrapDesc,"샷건 탄약을 쓸 수 있긴 하지만 총의 형태를 겨우 갖추고 있어 효과가 떨어집니다."
ulmGunKineticShotgunScrapBlueprint,"고철 샷건 도면"
ulmGunKineticShotgunScrapBlueprintDesc,"[decea3]고철 샷건[-]을 만드는 방법에 대한 설명서입니다."
ulmMeleeBatonPoliceBaton,"경찰봉"
ulmMeleeBatonPoliceBatonDesc,"고무를 입힌 플라스틱으로 겉을 감싼 철심이 박혀 있는 표준 경찰봉입니다."
ulmMeleeBatonPoliceBatonWithBlade,"개조된 경찰봉"
ulmMeleeBatonPoliceBatonWithBladeDesc,"누군가가 이 경찰봉을 개조해서 진압력이 더 좋아졌습니다."
ulmMeleeBladeFoldingKnife,"주머니 칼"
ulmMeleeBladeFoldingKnifeDesc,"작은 접이식 주머니 칼입니다. 가볍고 휴대하기도 좋지만 큰 피해를 주진 않습니다."
ulmMeleeKnucklesBrassKnuckles,"황동 너클"
ulmMeleeKnucklesBrassKnucklesDesc,"황동으로 주조한 기본적인 너클입니다."
ulmMeleeKnucklesBrassKnucklesBlueprint,"황동 너클 도면"
ulmMeleeKnucklesBrassKnucklesBlueprintDesc,"새로운 제작 도면을 배울 수 있습니다. 이미 알고 있는 경우 사용 시 XP를 제공합니다."
ulmMeleeKnucklesScrapKnuckles,"고철 너클"
ulmMeleeKnucklesScrapKnucklesDesc,"날카로운 가정용품들을 용접해서 더 기괴하고 치명적이어 보이는 너클입니다."
ulmMeleeKnucklesScrapKnucklesBlueprint,"고철 너클 도면"
ulmMeleeKnucklesScrapKnucklesBlueprintDesc,"새로운 제작 도면을 배울 수 있습니다. 이미 알고 있는 경우 사용 시 XP를 제공합니다."
ulmMeleeKnucklesTitaniumKnuckles,"티타늄 너클"
ulmMeleeKnucklesTitaniumKnucklesDesc,"가장 내구성이 좋은 금속으로 만들어진 너클입니다."
ulmMeleeKnucklesTitaniumKnucklesBlueprint,"티타늄 너클 도면"
ulmMeleeKnucklesTitaniumKnucklesBlueprintDesc,"새로운 제작 도면을 배울 수 있습니다. 이미 알고 있는 경우 사용 시 XP를 제공합니다."
ulmModArmorBackpackBasic,"배낭"
ulmModArmorBackpackBasicDesc,"[decea3]상체 갑옷 개조 부품[-]\n인벤토리 용량을 늘리기 위해 상체 갑옷이나 차량에 장착하세요."
ulmModArmorBackpackBasicBlueprint,"배낭 도면"
ulmModVehicleCargoBag,"차량 화물 확장"
ulmModVehicleCargoBagDesc,"[decea3]차량 개조 부품[-]\n인벤토리 용량을 늘리기 위해 상체 갑옷이나 차량에 장착하세요."
ulmModVehicleCargoBagBlueprint,"차량 화물 확장 개조"
ulmQuestRewardBicyclePartsBundle,"자전거 부품 번들"
ulmQuestRewardTruckPartsBundle,"트럭 부품 번들"
ulmResourceBobbyPin,"실핀"
ulmResourceBobbyPinDesc,"일반적인 금속으로 만든 머리핀입니다. 머리카락을 고정하는 데 쓰거나 급한 대로 락픽처럼 쓸 수 있습니다."
ulmResourceBobbyPinBlueprint,"실핀 도면"
ulmResourceSteelReinforcement,"강철 보강재"
ulmResourceSteelReinforcementDesc,"[decea3]강화된 콘크리트 블록[-]을 강화하여 [decea3]강철 블록[-]으로 만드는 데 쓰입니다."
ulmResourceTitaniumReinforcement,"티타늄 보강재"
ulmResourceTitaniumReinforcementDesc,"[decea3]강철 블록[-]을 강화하여 [decea3]티타늄 블록[-]으로 만드는 데 쓰입니다."
ulmBookStrength,"역도"
ulmBookStrengthDesc,"이 스킬 책을 읽으면 [decea3]역도[-] 액션 스킬을 [decea3]1[-] 올려줍니다."
ulmMeleeAxeCarpenters,"목수의 도끼"
ulmMeleeAxeCarpentersDesc,"나무에 [decea3]+200%[-] 추가 데미지를 줍니다."
ulmToolPickaxeTitanium,"티타늄 곡괭이"
ulmToolPickaxeTitaniumDesc,"광석과 아스팔트에 [decea3]+100%[-] 추가 데미지를 줍니다. 매우 튼튼한 티타늄으로 만들어져 돌을 부수거나 광물을 채굴하기에는 최고의 도구입니다."
ulmToolPickaxeTitaniumBlueprint,"티타늄 곡괭이 도면"
ulmToolPickaxeTitaniumBlueprintDesc,"새로운 제작 도면을 배울 수 있습니다. 이미 알고 있는 경우 사용 시 XP를 제공합니다."
actionPerkStrength,"역도"
actionPerkStrengthLevelUp,"[decea3]역도[-] 액션 스킬이 향상되었습니다!"
actionPerkStrength1,"배낭 최대 무게를 [decea3]20[-]만큼 늘려줍니다."
actionPerkStrength2,"배낭 최대 무게를 [decea3]40[-]만큼 늘려줍니다."
actionPerkStrength3,"배낭 최대 무게를 [decea3]60[-]만큼 늘려줍니다."
actionPerkStrength4,"배낭 최대 무게를 [decea3]80[-]만큼 늘려줍니다."
actionPerkStrength5,"배낭 최대 무게를 [decea3]100[-]만큼 늘려줍니다."
perkGreatHeistComplete,"위대한 강도 - 완료"
ulmPerkDroneSpecialistName,"드론 전문가"
ulmPerkDroneSpecialistDesc,"드론 서보 모터의 미세 조정 및 재조정을 통해 화물을 더 운반할 수 있는 방법을 배우세요."
ulmPerkDroneSpecialist1,"드론의 화물 운반 용량을 [decea3]25%[-] 증가시킵니다."
ulmPerkDroneSpecialist2,"드론의 화물 운반 용량을 [decea3]50%[-] 증가시킵니다."
ulmPerkDroneSpecialist3,"드론의 화물 운반 용량을 [decea3]100%[-] 증가시킵니다."
ulmPerkDroneSpecialist4,"드론의 화물 운반 용량을 [decea3]150%[-] 증가시킵니다."
ulmPerkDroneSpecialist5,"드론의 화물 운반 용량을 [decea3]200%[-] 증가시킵니다."
ulmPerkGiftOfLifeName,"생명의 선물"
ulmPerkGiftOfLifeDesc,"유전학과 건강한 습관의 조합으로 더 나은 신체 건강을 얻어 최대 체력을 늘릴 수 있습니다."
ulmPerkGiftOfLife1,"최대 체력을 즉시 [decea3]+5[-]만큼 증가시킴."
ulmPerkGiftOfLife2,"최대 체력을 즉시 [decea3]+10[-]만큼 증가시킴."
ulmPerkGiftOfLife3,"최대 체력을 즉시 [decea3]+15[-]만큼 증가시킴."
ulmPerkGiftOfLife4,"최대 체력을 즉시 [decea3]+20[-]만큼 증가시킴."
ulmPerkGiftOfLife5,"최대 체력을 즉시 [decea3]+25[-]만큼 증가시킴."
ulmSkillUtilityName,"유용성"
generatorbank,"발전기"
solarbank,"태양광 저장고"
wineBarrelPlayer,"맥주 배럴"
wineBarrelPlayerDesc,"맥주를 저장하는 데 쓰입니다."
wineBarrelPlayerSecure,"맥주 배럴"
wineBarrelPlayerSecureDesc,"맥주를 저장하는 데 쓰입니다."
wineBarrelPlainPlayer,"평범한 맥주 배럴"
wineBarrelPlainPlayerDesc,"맥주를 저장하는 데 쓰입니다."
wineBarrelPlainPlayerSecure,"평범한 맥주 배럴"
wineBarrelPlainPlayerSecureDesc,"맥주를 저장하는 데 쓰입니다."
wineBarrelSetPlayer,"맥주 배럴들"
wineBarrelSetPlayerDesc,"맥주를 저장하는 데 쓰입니다."
wineBarrelSetPlayerSecure,"맥주 배럴들"
wineBarrelSetPlayerSecureDesc,"맥주를 저장하는 데 쓰입니다."
lootHelperDesc,"blockplaceholders.xml에 작성되어 있는 저장소 중 [decea3]비어 있음/열림[-] 또는 [decea3]수확 가능[-]한 랜덤 저장소를 생성합니다."
cntCabinetBottomRandomLootHelper,"[Cabinet Random Helper]"
cntStoveRandomLootHelper,"[Stove Random Helper]"
cntGasGrillRandomLootHelper,"[Gas Grill Random Helper]"
cntCharcoalGrillRandomLootHelper,"[Charcoal Grill Random Helper]"
cntMicrowaveRandomLootHelper,"[Microwave Random Helper]"
cntRetroFridgeRandomLootHelper,"[Retro Fridge Random Helper]"
cntFridgeStainlessSteelRandomLootHelper,"[Steel Fridge Random Helper]"
cntCoolerRandomLootHelper,"[Cooler Random Helper]"
cntWasherRandomLootHelper,"[Washing Machine Random Helper]"
cntDryerRandomLootHelper,"[Dryer Random Helper]"
cntWasherIndustrialRandomLootHelper,"[Industrial Washer Random Helper]"
cntWasherIndustrialTippedRandomLootHelper,"[Industrial Washer Tipped Random Helper]"
cntLaundryBasketRandomLootHelper,"[Laundry Basket Random Helper]"
cntDomedTrashCanRandomLootHelper,"[Domed Trash Can Random Helper]"
cntBruteStyleTrashCanRandomLootHelper,"[Trash Can Random Helper]"
cntTiltTruckRandomLootHelper,"[Tilt Truck Random Helper]"
cntGasPumpRandomLootHelper,"[Gas Pump Random Helper]"
cntNightstandRandomLootHelper,"[Nightstand Random Helper]"
cntModularClosetRandomLootHelper,"[Garment Bag Random Helper]"
cntMedicineCabinetFaucetRandomLootHelper,"[Medicine Cabinet, Faucet Random Helper]"
cntMedicineCabinetClosedRandomLootHelper,"[Medicine Cabinet Random Helper]"
cntPillCaseRandomLootHelper,"[Medicine Cabinet Random Helper]"
cntWallSafeRandomLootHelper,"[Wall Safe Random Helper]"
cntWallSafeNonPaintingRandomLootHelper,"[Wall Safe, No Painting Random Helper]"
cntDeskSafeRandomLootHelper,"[Desk Safe Random Helper]"
cntPaintingPictureSafeRandomLootHelper,"[Painting, Wall Safe Random Helper]"
cntWoodDesk01RandomLootHelper,"[Wood Desk Random Helper]"
cntMetalDesk02RandomLootHelper,"[Metal Desk Random Helper]"
wallClockRandomLootHelper,"[Wall Clock Random Helper]"
cntFileCabinetShortRandomLootHelper,"[File Cabinet, Short Random Helper]"
cntFileCabinetTallRandomLootHelper,"[File Cabinet, Tall Random Helper]"
cntBathTubsRandomLootHelper,"[Bathtubs Random Helper]"
cntCashRegisterRandomLootHelper,"[Cash Registers Random Helper]"
cntShoppingCartRandomLootHelper,"[Shopping Cart Random Helper]"
cntShoppingBasketRandomLootHelper,"[Shopping Basket Random Helper]"
cntToolBoxRandomLootHelper,"[Toolbox Random Helper]"
cntToolBoxOffsetRandomLootHelper,"[Toolbox Offset Random Helper]"
cntRollingToolBoxRandomLootHelper,"[Rolling Toolbox Random Helper]"
cntUtilityCartRandomLootHelper,"[Utility Cart Random Helper]"
cntStoreShelfSingleBottomFoodRandomLootHelper,"[Store Shelf Single Bot, Food Random Helper]"
cntStoreShelfSingleTopFoodRandomLootHelper,"[Store Shelf Single Top, Food Random Helper]"
cntStoreShelfDoubleBottomFoodRandomLootHelper,"[Store Shelf Double Bot, Food Random Helper]"
cntStoreShelfDoubleTopFoodRandomLootHelper,"[Store Shelf Double Top, Food Random Helper]"
cntStoreShelfSingleBottomHardwareRandomLootHelper,"[Store Shelf Single Bot, Hardware Random Helper]"
cntStoreShelfSingleTopHardwareRandomLootHelper,"[Store Shelf Single Top, Hardware Random Helper]"
cntStoreShelfDoubleBottomHardwareRandomLootHelper,"[Store Shelf Double Bot, Hardware Random Helper]"
cntStoreShelfDoubleTopHardwareRandomLootHelper,"[Store Shelf Double Top, Hardware Random Helper]"
cntStoreShelfSingleBottomPharmaRandomLootHelper,"[Store Shelf Single Bot, Medical Random Helper]"
cntStoreShelfDoubleBottomPharmaRandomLootHelper,"[Store Shelf Double Bot, Medical Random Helper]"
cntStoreProduceBasketCornerRandomLootHelper,"[Produce Basket, Corner Random Helper]"
cntStoreProduceBasketRandomLootHelper,"[Produce Basket Random Helper]"
cntDisplayCaseAmmoLeftRandomLootHelper,"[Ammo Display Case, Left Random Helper]"
cntDisplayCaseAmmoMiddleRandomLootHelper,"[Ammo Display Case, Mid Random Helper]"
cntDisplayCaseAmmoRightRandomLootHelper,"[Ammo Display Case, Right Random Helper]"
cntGunRackSmallRandomLootHelper,"[Gun Rack, Small Random Helper]"
cntGunRackLargeRandomLootHelper,"[Gun Rack, Large Random Helper]"
cntStoreShelfElectronicsSingleTallRandomLootHelper,"[Store Shelf Single, Electronics Random Helper]"
cntStoreShelfElectronicsDoubleTallRandomLootHelper,"[Store Shelf Double, Electronics Random Helper]"
cntClothesRackRoundRandomLootHelper,"[Clothes Rack, Round Random Helper]"
cntClothesRackRectangleRandomLootHelper,"[Clothes Rack, Rectangle Random Helper]"
cntClothesRackWallRandomLootHelper,"[Clothes Rack, Wall Random Helper]"
cntClothesShelfHalfRandomLootHelper,"[Clothes Shelf Random Helper]"
cntClothesShelfStackRandomLootHelper,"[Clothes Shelf Stack Random Helper]"
cntStoreShelfDoubleBottomShoesRandomLootHelper,"[Store Shelf Double Bot, Shoes Random Helper]"
cntStoreShelfDoubleTopShoesRandomLootHelper,"[Store Shelf Double Top, Shoes Random Helper]"
cntStoreShelfSingleBottomShoesRandomLootHelper,"[Store Shelf Single Bot, Shoes Random Helper]"
cntStoreShelfSingleTopShoesRandomLootHelper,"[Store Shelf Single Top, Shoes Random Helper]"
cntShoesPileRandomLootHelper,"[Shoes Pile Random Helper]"
cntBookcaseGoodRandomLootHelper,"[Bookcase, Good Random Helper]"
cntBookcasePoorRandomLootHelper,"[Bookcase, Poor Random Helper]"
cntBookShelfSingleBottomRandomLootHelper,"[Book Shelf Single Bot Random Helper]"
cntBookShelfSingleTopRandomLootHelper,"[Book Shelf Single Top Random Helper]"
cntBookShelfDoubleBottomRandomLootHelper,"[Book Shelf Double Bot Random Helper]"
cntBookShelfDoubleTopRandomLootHelper,"[Book Shelf Double Top Random Helper]"
cntBookShelfSingleCapBottomRandomLootHelper,"[Book Shelf Cap Bot Random Helper]"
cntBookShelfSingleCapTopRandomLootHelper,"[Book Shelf Cap Top Random Helper]"
cntBookPileRandomLootHelper,"[Book Pile Random Helper]"
cntVendingMachine2RandomLootHelper,"[Vending Machine Random Helper]"
cntLuggageMediumRandomLootHelper,"[Luggage Medium Random Helper]"
cntLuggageBigRandomLootHelper,"[Luggage Big Random Helper]"
cntLuggagePileARandomLootHelper,"[Luggage Pile A Random Helper]"
cntLuggagePileBRandomLootHelper,"[Luggage Pile B Random Helper]"
cntBagsRandomLootHelper,"[Bag/Backpack Random Helper]"
cntArmyTruckRandomLootHelper,"[Army Truck Random Helper]"
cntAmbulanceTruck01RandomLootHelper,"[Ambulance/Air Random Helper]"
cntServiceTruckMoPowerRandomLootHelper,"[Mo Power Truck/Air Random Helper]"
cntServiceTruckWorkingStiffToolsRandomLootHelper,"[Working Stiffs Truck/Air Random Helper]"
cntWastelandRandomLootHelper,"[Wasteland Loot Random Helper]"
cntDesertRandomLootHelper,"[Desert Loot Random Helper]"
cntBurntForestRandomLootHelper,"[Burnt Forest Loot Random Helper]"
cntForestRandomLootHelper,"[Forest Loot Random Helper]"
cntHouseRandomLootHelper,"[House Loot Random Helper]"
cntStreetRandomLootHelper,"[Street Loot Random Helper]"
cntYardRandomLootHelper,"[Yard Loot Random Helper]"
cntGarageRandomLootHelper,"[Garage Loot Random Helper]"
cntConstructionSuppliesRandomLootHelper,"[Construction Loot Random Helper]"
cntStoreCratesRandomLootHelper,"[Store Crate Random Helper]"
cntToolsAndForgeRandomLootHelper,"[Tools/Forge Random Helper]"
cntWorkstationsRandomLootHelper,"[Workstation Random Helper]"
cntWorkstationsBustedRandomLootHelper,"[Workstation, Busted Random Helper]"
cntForgeBustedRandomLootHelper,"[Destroyed Forge Random Helper]"
cntWorkbenchBustedRandomLootHelper,"[Destroyed Workbench Random Helper]"
cntCementMixerBustedRandomLootHelper,"[Destroyed Cement Mixer Random Helper]"
cntChemistryStationBustedRandomLootHelper,"[Destroyed Chemistry Station Random Helper]"
cntQuestRandomLootHelper,"[Quest Loot Random Helper]"
cntQuestNoPHRandomLootHelper,"[Quest Loot, No PH Random Helper]"
cntLockersShortRandomLootHelper,"[Lockers Short Random Helper]"
cntLockersTallRandomLootHelper,"[Lockers Tall Random Helper]"
cntLockersTallDoubleRandomLootHelper,"[Lockers Tall Double Random Helper]"
cntLockersTallMixRandomLootHelper,"[Lockers Mixed 1 Random Helper]"
cntLockersTallMixLinkRandomLootHelper,"[Lockers Mixed 2 Random Helper]"
cntFreezerGroceriesMiddleRandomLootHelper,"[Freezer Middle, Groceries Random Helper]"
cntFreezerGroceriesLeftRandomLootHelper,"[Freezer Left, Groceries Random Helper]"
cntFreezerGroceriesRightRandomLootHelper,"[Freezer Right, Groceries Random Helper]"
cntFreezerBeveragesMiddleRandomLootHelper,"[Freezer Middle, Beverages Random Helper]"
cntFreezerBeveragesLeftRandomLootHelper,"[Freezer Left, Beverages Random Helper]"
cntFreezerBeveragesRightRandomLootHelper,"[Freezer Right, Beverages Random Helper]"
cntFreezerBeveragesStandaloneRandomLootHelper,"[Freezer Standalone, Beverages Random Helper]"
cntCupboardCabinetRedTopLootHelper,"[Cupboard Red Random Helper]"
cntCabinetOldBottomLootHelper,"[Cabinet Old Random Helper]"
carsRandomHelper,"[Cars Random Helper]"
carWrecksRandomHelper,"[Car Wrecks Random Helper]"
cars3WideRandomHelper,"[Cars 3 Wide Random Helper]"
cntCar03SedanDamage0RandomHelper,"[Full Car/Air Random Helper]"
cntCar03SedanDamage1RandomHelper,"[2nd Stage Car/Air Random Helper]"
