Key,german
ulmContainerBagStarterDesc,"Tragbare Tasche, die Gegenstände enthält, die man im Notfall zum Überleben für 48 Stunden benötigt. Legen Sie ihn auf den Boden und schlagen Sie darauf, um das Siegel zu brechen."
ulmContainerBagStarterLoot,"Notfalltasche"
ulmContainerBagStarterLootDesc,"Tragbare Tasche, die Gegenstände enthält, die man im Notfall 48 Stunden lang überleben kann."
ulmContainerBirdnestEmpty,"Vogelnest\n[808080](leer)[-]"
ulmContainerBirdnestEmptyDesc,"Durchwühltes leeres Vogelnest"
ulmContainerCarPickupTruck,"Verlassener blauer Pickup"
ulmContainerATM1Secure,"Geldautomat"
ulmContainerATM1Insecure,"Geldautomat"
ulmContainerATM2Secure,"Geldautomat"
ulmContainerATM2Insecure,"Geldautomat"
ulmContainerATMStandingRandomHelper,"[Stehender Geldautomat Zufälliger Helfer]"
ulmContainerATM3Secure,"Geldautomat"
ulmContainerATM3Insecure,"Geldautomat"
ulmContainerATM4Secure,"Geldautomat"
ulmContainerATM4Insecure,"Geldautomat"
ulmContainerATMTerminalRandomHelper,"[Geldautomat Zufallshelfer]"
ulmContainerATM5Secure,"Geldautomat"
ulmContainerATM5Insecure,"Geldautomat"
ulmContainerATM6Secure,"Geldautomat"
ulmContainerATM6Insecure,"Geldautomat"
ulmContainerATMOnWallRandomHelper,"[ATM Random Helper]"
ulmContainerATM7Secure,"Geldautomat"
ulmContainerATM7Insecure,"Geldautomat"
ulmContainerATM8Secure,"Geldautomat"
ulmContainerATM8Insecure,"Geldautomat"
ulmContainerATM9Secure,"Geldautomat"
ulmContainerATM9Insecure,"Geldautomat"
ulmContainerATMInWallRandomHelper,"[Wall ATM Random Helper]"
ulmContainerCollapsedTannery,"Zerstörte Gerberei"
ulmContainerCollapsedTanneryDesc,"Überreste einer Gerberei, Arbeitsplatz für die Verarbeitung von Tierhäuten verschiedener Tiere."
ulmContainerNightstandClosed,"Nachttisch"
ulmContainerNightstandClosedDesc,"Kleiner Schrank, der neben dem Bett oder an anderer Stelle steht und zur Aufbewahrung von Haushaltsgegenständen oder Kleidung dient."
ulmContainerNightstandOpen1,"Nachttisch"
ulmContainerNightstandOpen1Desc,"Kleiner Schrank, der neben dem Bett oder an anderer Stelle steht und zur Aufbewahrung von Haushaltsgegenständen oder Kleidung dient."
ulmContainerNightstandOpen2,"Nachttisch"
ulmContainerNightstandOpen2Desc,"Kleiner Schrank, der neben dem Bett oder an anderer Stelle aufgestellt wird und zur Aufbewahrung von Haushaltsgegenständen oder Kleidung dient."
ulmContainerNightstandOpen3,"Nachttisch"
ulmContainerNightstandOpen3Desc,"Kleiner Schrank, der neben dem Bett oder anderswo aufgestellt wird, um gewöhnliche Haushaltsgegenstände oder Kleidung aufzubewahren."
ulmContainerChestOpen,"Kaputte Aufbewahrungstruhe"
ulmContainerChestOpenDesc,"Bei dieser Truhe scheint der Deckel zu fehlen."
ulmContainerChestHeroPlayer,"Verstärkte Truhe"
ulmContainerChestHeroPlayerDesc,"Kann eine gewisse Menge an Gegenständen mit aufbewahren."
ulmContainerHardenedChestSecurePlayer,"Gehärtete Truhe"
ulmContainerHardenedChestSecurePlayerDesc,"Sehr robuste und geräumige Aufbewahrung."
ulmContainerHardenedChestInsecurePlayer,"Gehärtete unsichere Truhe"
ulmContainerHardenedChestInsecurePlayerDesc,"Sehr haltbare und geräumige Aufbewahrung. Verfügt über kein Schloss."
ulmContainerMunitionsBoxPlayer,"Munitionskiste"
ulmContainerMunitionsBoxPlayerDesc,"Relativ sicherer Behälter."
ulmContainerVault,"Tresor"
ulmContainerVaultDesc,"Der sicherste Behälter für alle Ihre wertvollsten Gegenstände. Abmessungen (BxTxH): [decea3]3x3x3[-]"
ulmContainerGunSafePlayer,"Waffentresor"
ulmContainerGunSafePlayerDesc,"Gute und zuverlässige Aufbewahrung."
ulmContainerGunSafeInsecurePlayer,"Unsicherer Waffentresor"
ulmContainerGunSafeInsecurePlayerDesc,"Gute und zuverlässige Aufbewahrung. Verfügt über kein Schloss."
ulmContainerStationChemistryCollapsed,"Zusammengebrochene Chemiestation"
ulmContainerStationChemistryCollapsedDesc,"Mischt und braut alle Arten von Mixturen und Chemikalien."
ulmContainerWorkbenchCollapsed,"Zerstörte Werkbank"
ulmContainerWorkbenchCollapsedDesc,"Ermöglicht es dir, fortgeschrittenere Gegenstände und Blöcke herzustellen als mit deinen bloßen Händen."
ulmContainerSciFi01A,"Metallbehälter (Deko)"
ulmContainerSciFi01ADesc,"Nur zur Dekoration, kein Speicher."
ulmContainerSciFi01ALoot,"Metallbehälter"
ulmContainerSciFi01ALootDesc,"Langlebige und geräumige Aufbewahrung."
ulmContainerSciFi01ALootSecure,"Sicherer Metallcontainer"
ulmContainerSciFi01ALootSecureDesc,"Langlebige und geräumige Aufbewahrung."
ulmContainerSciFi01ALootSecureSigned,"Signierter Metallcontainer"
ulmContainerSciFi01ALootSecureSignedDesc,"Langlebige und platzsparende Aufbewahrung."
ulmContainerSciFi01B,"Metallbehälter (Deko)"
ulmContainerSciFi01BDesc,"Nur Dekoration, keine Aufbewahrung."
ulmContainerSciFi01BLoot,"Metallbehälter"
ulmContainerSciFi01BLootDesc,"Langlebige und geräumige Aufbewahrung."
ulmContainerSciFi01BLootSecure,"Sicherer Metallcontainer"
ulmContainerSciFi01BLootSecureDesc,"Langlebige und geräumige Aufbewahrung."
ulmContainerSciFi01C,"Metallbehälter (Deko)"
ulmContainerSciFi01CDesc,"Nur zur Dekoration, ohne Stauraum. Abmessungen (BxTxH): [decea3]2x1x1[-]"
ulmContainerSciFi01CLoot,"Metall-Container"
ulmContainerSciFi01CLootDesc,"Robuste und geräumige große Aufbewahrung. Abmessungen (BxTxH): [decea3]2x1x1[-]"
ulmContainerSciFi01CLootSecure,"Sicherer Metallcontainer"
ulmContainerSciFi01CLootSecureDesc,"Langlebiger und geräumiger Großraumcontainer. Abmessungen (BxTxH): [decea3]2x1x1[-]"
ulmContainerSciFi01CLootSecureSigned,"Signierter Metallcontainer"
ulmContainerSciFi01CLootSecureSignedDesc,"Langlebiger und geräumiger Großraumcontainer. Abmessungen (BxTxH): [decea3]2x1x1[-]"
ulmContainerSciFi01D,"Metallbehälter (Deko)"
ulmContainerSciFi01DDesc,"Nur Dekoration, keine Aufbewahrung. Abmessungen (BxTxH): [decea3]2x1x1[-]"
ulmContainerSciFi01DLoot,"Metall-Container"
ulmContainerSciFi01DLootDesc,"Robuste und geräumige große Aufbewahrung. Abmessungen (BxTxH): [decea3]2x1x1[-]"
ulmContainerSciFi01DLootSecure,"Sicherer Metallcontainer"
ulmContainerSciFi01DLootSecureDesc,"Langlebiger und geräumiger Großraumcontainer. Abmessungen (BxTxH): [decea3]2x1x1[-]"
ulmContainerSciFi01DLootSecureSigned,"Signierter Metallcontainer"
ulmContainerSciFi01DLootSecureSignedDesc,"Langlebiger und geräumiger Großraumcontainer. Abmessungen (BxTxH): [decea3]2x1x1[-]"
ulmContainerSciFiVariantHelper,"Tech-Container"
ulmContainerSciFiVariantHelperDesc,"Nur für Gebäude-POIs und kreative Nutzung."
ulmBlockElevatorPlatform2,"Aufzugsplattform (2 Etagen)"
ulmBlockElevatorPlatform2Desc,"Hat eine eingebaute Stromquelle. Abmessungen (BxTxH): [decea3]9x9x6[-]"
ulmBlockElevatorPlatform3,"Aufzugsplattform (3 Etagen)"
ulmBlockElevatorPlatform3Desc,"Hat eine eingebaute Stromquelle. Abmessungen (BxTxH): [decea3]9x9x11[-]"
ulmBlockElevatorPlatform4,"Aufzugsplattform (4 Etagen)"
ulmBlockElevatorPlatform4Desc,"Hat eine eingebaute Stromquelle. Abmessungen (BxTxH): [decea3]9x9x16[-]"
ulmBlockElevatorPlatform5,"Aufzugsplattform (5 Etagen)"
ulmBlockElevatorPlatform5Desc,"Hat eine eingebaute Stromquelle. Abmessungen (BxTxH): [decea3]9x9x21[-]"
ulmBlockElevatorPlatform6,"Aufzugsplattform (6 Etagen)"
ulmBlockElevatorPlatform6Desc,"Hat eine eingebaute Stromquelle. Abmessungen (BxTxH): [decea3]9x9x26[-]"
ulmLightCeiling02Player,"Silberne Lichtkuppel"
ulmLightCeiling02BrassPlayer,"Kuppelleuchte aus Messing"
ulmLightCeiling04Player,"Lagerhaus-Deckenleuchte"
ulmLightCeiling05Player,"Silberne Glasleuchte"
ulmLightCeiling05BrassPlayer,"Messing-Glasleuchte"
ulmLightCeilingFanPlayer,"Deckenventilator Licht"
ulmLightChandelierFanPlayer,"Kronleuchter"
ulmLightDeskLampPlayer,"Schreibtischlampe"
ulmLightEndTablePlayer,"Endtischleuchte"
ulmLightFluorescentPlayer,"Leuchtstoffröhre"
ulmLightFlashlightPlayer,"Industrie-Taschenlampe"
ulmLightPorch01Player,"Alte Außenleuchte"
ulmLightPorch04Player,"Eisen-Außenleuchte"
ulmLightPorch04BrassPlayer,"Außenleuchte aus Messing"
ulmLightRecessedPlayer,"Eingelassene Leuchte"
ulmLightRoadBarricadePlayer,"Beleuchtete Straßenbarrikade"
ulmLightRoadBarricadePlayerDesc,"Verfügt über eine eingebaute Batterie, die genügend Strom erzeugt, um die Beleuchtung aufrechtzuerhalten."
ulmLightSconcePlayer,"Wandleuchter"
ulmLightSignExitPlayer,"Ausfahrtsschild"
ulmLightSignOpen,"Offenes Schild"
ulmLightSignPillsLogoPlayer,"Große Pillen-Logo-Leuchte"
ulmLightSignPillsLogoSmallPlayer,"Pillen-Logo-Leuchte"
ulmLightStreetLampClassicPlayer,"Klassische Straßenleuchte"
ulmLightTableLampPlayer,"Tischleuchte"
ulmLightTrackPlayer,"Stromschienenleuchte"
ulmLightWall01Player,"Lagerhaus Außenleuchte"
ulmLightWorkLampPlayer,"Arbeitsleuchte"
ulmLightXRayDisplay1Player,"Röntgenbildschirm A"
ulmLightXRayDisplay2Player,"Röntgenbildschirm B"
ulmStreetLight01Player,"Straßenleuchte"
ulmStreetLight02Player,"Straßenleuchte Double"
ulmStreetLight03Player,"Straßenleuchte Triple"
ulmStreetLight04Player,"Straßenleuchte Vierfach"
ulmFluorescentLightPlayer,"Lichtbucht"
ulmFluorescentLightBrokenPlayer,"Kaputter Lichtschacht"
ulmBlockResourceCarBattery,"Autobatterie"
ulmBlockResourceCarBatteryDesc,"Für POI-Gebäude"
ulmBlockResourceCarBatteryCentered,"Autobatterie (zentriert)"
ulmBlockResourceCarBatteryCenteredDesc,"Für POI-Gebäude"
ulmBlockResourceCarBatteryCorner,"Autobatterie (Ecke)"
ulmBlockResourceCarBatteryCornerDesc,"Für POI-Gebäude"
ulmBlockResourcePropaneTank,"Gastank"
ulmBlockResourcePropaneTankDesc,"Hochentzündliches Gas. Wird verwendet, um funktionierende Öfen und fortschrittliche Chemiestationen herzustellen, die keinen brennbaren Brennstoff benötigen. [FF6A00]Achtung: Beim Aufrüsten einer bestehenden Chemiestation werden alle Gegenstände aus den Brennstoff-, Werkzeug- und Ausgabeslots entfernt[-]"
ulmBlockResourceWaterTank,"Wassertank"
ulmBlockResourceWaterTankDesc,"Ein mit Wasser gefüllter Tank. Sie können ihn zum Herstellen oder Anschließen an einen bestehenden Wasserhahn (Schraubenschlüssel erforderlich) in der Welt verwenden, um damit Ihre leeren Wasserbehälter zu füllen."
ulmBlockWireStrippers,"Draht-Werkzeug"
ulmBlockWireStrippersDesc,"Für Gebäude"
ulmStationArtisan_1,"Handwerkerstation"
ulmStationArtisan_1Desc,"Arbeitsplatz zum Herstellen verschiedener Arten von Bau- und Dekorationsblöcken."
ulmStationArtisan_2,"Handwerkerstation (Stufe 2)"
ulmStationArtisan_2Desc,"Verbesserter Arbeitsplatz für die Herstellung verschiedener Arten von Bau- und Dekorationsblöcken."
ulmStationBallistics_1,"Ballistikstation"
ulmStationBallistics_1Desc,"Arbeitsplatz für die Handhabung, den Zusammenbau und die Herstellung von Munition."
ulmStationBallistics_2,"Ballistikstation (Stufe 2)"
ulmStationBallistics_2Desc,"Arbeitsplatz für die Handhabung, den Zusammenbau und die Herstellung von Munition."
ulmStationCarpenter_1,"Tischlerstation"
ulmStationCarpenter_1Desc,"Arbeitsplatz für die Herstellung von Holzgegenständen und Möbeln."
ulmStationCarpenter_2,"Tischlerstation (Stufe 2)"
ulmStationCarpenter_2Desc,"[decea3]10%[-] weniger Ressourcen benötigt \n[decea3]15%[-] schnelleres Herstellen. Weniger verschwenderische Herstellung: erhalte mehr Ressourcen."
ulmStationCarpenter_3,"Tischlerstation (Stufe 3)"
ulmStationCarpenter_3Desc,"[decea3]20%[-] weniger Ressourcen benötigt \n[decea3]30%[-] schnelleres Herstellen. Weniger verschwenderische Herstellung: erhalte noch mehr Ressourcen."
ulmStationChemistry_1,"Chemiestation"
ulmStationChemistry_1Desc,"Mischt und braut alle Arten von Mixturen und Chemikalien."
ulmStationDisassembly_1,"Demontage-Station"
ulmStationDisassembly_1Desc,"Arbeitsplatz zum Zerlegen verschiedener komplexer Gegenstände oder Blöcke."
ulmStationEvent_1,"Deko-Station für Festlichkeiten"
ulmStationEvent_1Desc,"Arbeitsplatz für die Herstellung verschiedener Dekorationen für Festtage."
ulmStationForge_1,"Schmiede"
ulmStationForge_1Desc,"Arbeitsplatz für die Verarbeitung verschiedener Metallstücke und Barren."
ulmStationForge_2,"Schmiede (Stufe 2)"
ulmStationForge_2Desc,"Ermöglicht die Formung von Stahl und Titan."
ulmStationFurnace_1,"Schmelzofen"
ulmStationFurnace_1Desc,"Arbeitsplatz für die Herstellung von Metallbarren, Ziegeln und Zement."
ulmStationFurnace_2,"Schmelzofen (Stufe 2)"
ulmStationFurnace_2Desc,"Ermöglicht das Schmelzen von Silber, Gold, Stahl und Titan zu Barren."
ulmStationMaintenance_1,"Wartungsstation"
ulmStationMaintenance_1Desc,"Ermöglicht die Reparatur und Aufwertung von Gegenständen."
ulmStationMaintenance_2,"Wartungsstation (Stufe 2)"
ulmStationMaintenance_2Desc,"Ermöglicht die Reparatur und Aufwertung von Gegenständen"
ulmStationMaintenance_3,"Wartungsstation (Stufe 3)"
ulmStationMaintenance_3Desc,"Ermöglicht die Reparatur und Aufrüstung von Gegenständen"
ulmStationMechanic_1,"Mechanikerstation"
ulmStationMechanic_1Desc,"Arbeitsplatz für die Herstellung von Basisfahrzeugen wie Fahrrädern, Minibikes, Motorrädern, deren Teilen und Modifikationen."
ulmStationMechanic_2,"Mechanikerstation (Stufe 2)"
ulmStationMechanic_2Desc,"Arbeitsplatz für die Herstellung fortgeschrittener Fahrzeuge wie Autos, Lastwagen, deren Teile und Mods."
ulmStationMortarAndPestle_1,"Mörser und Stößel"
ulmStationMortarAndPestle_1Desc,"Arbeitsplatz zum Zermahlen verschiedener Gegenstände zu Pulver."
ulmStationResearch_1,"Forschungsstation"
ulmStationResearch_1Desc,"Arbeitsplatz für die Erforschung von Tier-1-Technologien und Blaupausen."
ulmStationResearch_2,"Forschungsstation (Tier 2)"
ulmStationResearch_2Desc,"Arbeitsplatz für die Erforschung von Technologien und Bauplänen der Stufe 2."
ulmStationResearch_3,"Forschungsstation (Stufe 3)"
ulmStationResearch_3Desc,"Arbeitsplatz für die Erforschung von Technologien und Bauplänen der Stufe 3."
ulmStationTailor_1,"Schneiderstation"
ulmStationTailor_1Desc,"Arbeitsplatz für die Herstellung von Stoffen, Kleidung und Rüstungen."
ulmStationWorkbench_1,"Werkbank"
ulmStationWorkbench_1Desc,"Ermöglicht die Herstellung fortschrittlicherer Gegenstände und Blöcke als mit bloßen Händen."
workbench3DPrinter,"3D-Drucker"
workbench3DPrinterDesc,"Arbeitsplatz zum Drucken von Teilen aus verschiedenen polymerbasierten Filamenten."
workbenchBackpackDesc,"Ermöglicht die Herstellung der einfachsten Gegenstände, für die keine speziellen Werkzeuge erforderlich sind."
WorkbenchCampfire2,"Lagerfeuer T2"
WorkbenchCampfire3,"Lagerfeuer T3"
WorkbenchCampfire4,"Lagerfeuer T4"
workbenchCementMixerDesc,"Hilft bei der Herstellung von Materialien wie Beton oder Asphalt."
workbenchFarming,"Werkbank des Bauern"
workbenchFarmingDesc,"Arbeitsplatz zum Herstellen von Samen, Dünger, Töpfen usw."
workbenchTableSawDesc,"Erstelle Möbel, fortschrittliche Formen und Dekorationen für deine Basis."
workbenchTannery,"Gerberei"
workbenchTanneryDesc,"Arbeitsplatz zum Trocknen und Vorbereiten von Häuten für die Weiterverarbeitung."
ulmContainerTest,"Kabinett"
ulmContainerTest2,"Schreibtisch"
ulmContainerBagDuffle,"Seesack"
ulmContainerBagDuffleDesc,"Ein einfacher Behälter zur Aufbewahrung von Beutestücken."
ulmContainerSafeWallEmpty,"Wandsafe"
ulmContainerSmallSafeVariantHelper,"Kleiner Safe"
ulmContainerSmallSafeVariantHelperDesc,"Winziger, aber sicherer Aufbewahrungsort für deine Wertsachen.\n[808080]Enthält verschiedene Formen."
ulmDecoChristmasTree,"Weihnachtsbaum"
ulmDecoIronTable,"Eisentisch"
ulmDecoIronTableDesc,"Ein stabiler Eisentisch, der aus Eisenplatten, Rohren und anderen Eisenteilen besteht."
ulmDecoLogTable,"Holztisch"
ulmDecoLogTableDesc,"Ein primitiver Tisch, der aus Holzstämmen und einfachen Brettern als Oberfläche besteht."
ulmDecoPresentBox01a,"Geschenkbox"
ulmDecoPresentBox01b,"Geschenkbox"
ulmDecoPresentBox01c,"Geschenkkarton"
ulmDecoPresentBox01d,"Geschenkte Kiste"
ulmDecoPresentBox02a,"Geschenkte Kiste"
ulmDecoPresentBox02b,"Geschenkbox"
ulmDecoPresentBox02c,"Geschenkbox"
ulmDecoPresentBox02d,"Geschenkbox"
ulmDecoPresentBox03a,"Geschenkbox"
ulmDecoPresentBox03b,"Geschenkbox"
ulmDecoPresentBox03c,"Geschenkbox"
ulmDecoPresentBox03d,"Geschenkbox"
ulmDecoPresentBox04a,"Geschenkbox"
ulmDecoPresentBox04b,"Geschenkbox"
ulmDecoPresentBox04c,"Geschenkbox"
ulmDecoPresentBox04d,"Geschenkbox"
ulmDecoPresentBox05a,"Geschenkbox"
ulmDecoPresentBox05b,"Geschenkbox"
ulmDecoPresentBox05c,"Geschenkbox"
ulmDecoPresentBox06a,"Geschenkbox"
ulmDecoPresentBox06b,"Geschenkbox"
ulmDecoPresentBoxVariantHelper,"Geschenkbox"
ulmDecoSnowman01,"Schneemann"
ulmDecoSnowman02,"Schneemann"
ulmDecoSnowmanVariantHelper,"Schneemann"
ulmDecoSquirrelTexCubSF,"Plüsch-Eichhörnchen"
ulmDecoSquirrelTexCubSFDesc,"Ich erinnere mich, dass ich einmal mit einem Spielzeug wie diesem gespielt habe. Du kannst deine Basis damit dekorieren, es verbrennen oder es für seine Rohstoffe bergen."
ulmDecoToySquirrel,"Plüsch-Eichhörnchen"
ulmDecoToySquirrelDesc,"Ich erinnere mich, dass ich einmal mit einem Spielzeug wie diesem herumgespielt habe. Kann als Dekoration platziert werden. Kann verbrannt oder geborgen werden, um eine kleine Menge an Baumwolle zu erhalten."
ulmDoorClassic01aSingle,"Haustür 1-A"
ulmDoorClassic01aDouble,"Doppelte Haustür 1-A"
ulmDoorClassic01aSinglePicked,"Tür\n[808080](offen)[-]"
ulmDoorClassic01aDoublePicked,"Tür\n[808080](offen)[-]"
ulmDoorClassic01bSingle,"Haustür 1-B"
ulmDoorClassic01bDouble,"Doppelte Haustür 1-B"
ulmDoorClassic01bSinglePicked,"Tür\n[808080](offen)[-]"
ulmDoorClassic01bDoublePicked,"Tür\n[808080](offen)[-]"
ulmDoorClassic01cSingle,"Haustür 1-C"
ulmDoorClassic01cDouble,"Doppelhaustür 1-C"
ulmDoorClassic01cSinglePicked,"Tür\n[808080](offen)[-]"
ulmDoorClassic01cDoublePicked,"Tür\n[808080](offen)[-]"
ulmDoorClassic01dSingle,"Haustür 1-D"
ulmDoorClassic01dDouble,"Doppelhaustür 1-D"
ulmDoorClassic01dSinglePicked,"Tür\n[808080](offen)[-]"
ulmDoorClassic01dDoublePicked,"Tür\n[808080](offen)[-]"
ulmDoorClassic01eSingle,"Haustür 1-E"
ulmDoorClassic01eDouble,"Doppelte Haustür 1-E"
ulmDoorClassic01eSinglePicked,"Tür\n[808080](offen)[-]"
ulmDoorClassic01eDoublePicked,"Tür\n[808080](offen)[-]"
ulmDoorClassic01fSingle,"Haustür 1-F"
ulmDoorClassic01fDouble,"Doppelhaustür 1-F"
ulmDoorClassic01fSinglePicked,"Tür\n[808080](offen)[-]"
ulmDoorClassic01fDoublePicked,"Tür\n[808080](offen)[-]"
ulmDoorClassic01gSingle,"Haustür 1-G"
ulmDoorClassic01gDouble,"Doppelhaustür 1-G"
ulmDoorClassic01gSinglePicked,"Tür\n[808080](offen)[-]"
ulmDoorClassic01gDoublePicked,"Tür\n[808080](offen)[-]"
ulmDoorModern01aSingle,"Moderne Haustür 1-A"
ulmDoorModern01aDouble,"Moderne Doppelhaustür 1-A"
ulmDoorModern01aSinglePicked,"Tür\n[808080](offen)[-]"
ulmDoorModern01aDoublePicked,"Tür\n[808080](offen)[-]"
ulmDoorModern01bSingle,"Moderne Tür 1-B"
ulmDoorModern01bDouble,"Moderne Doppelhaustür 1-B"
ulmDoorModern01bSinglePicked,"Tür\n[808080](offen)[-]"
ulmDoorModern01bDoublePicked,"Tür\n[808080](offen)[-]"
ulmDoorIndustrial01aSingle,"Industrietor 1-A"
ulmDoorIndustrial01aDouble,"Industrielle Doppeltür 1-A"
ulmDoorIndustrial01aSinglePicked,"Tür\n[808080](offen)[-]"
ulmDoorIndustrial01aDoublePicked,"Tür\n[808080](offen)[-]"
ulmDoorIndustrial01bSingle,"Industrietor 1-B"
ulmDoorIndustrial01bDouble,"Industrielles Doppeltor 1-B"
ulmDoorIndustrial01bSinglePicked,"Tür\n[808080](offen)[-]"
ulmDoorIndustrial01bDoublePicked,"Tür\n[808080](offen)[-]"
ulmDoorIndustrial02aSingle,"Industrietor 2-A"
ulmDoorIndustrial02aSingleNoGlass,"Industrietor 2-A"
ulmDoorIndustrial02aSinglePicked,"Tür\n[808080](offen)[-]"
ulmDoorIndustrial02aSingleNoGlassPicked,"Tür\n[808080](offen)[-]"
ulmDoorIndustrial02aDouble,"Industrielles Doppeltor 2-A"
ulmDoorIndustrial02aDoubleNoGlass,"Doppeltes Industrietor 2-A"
ulmDoorIndustrial02aDoublePicked,"Tür\n[808080](offen)[-]"
ulmDoorIndustrial02aDoubleNoGlassPicked,"Tür\n[808080](offen)[-]"
ulmDoorIndustrial02bSingle,"Industrietor 2-B"
ulmDoorIndustrial02bSingleNoGlass,"Industrietor 2-B"
ulmDoorIndustrial02bSinglePicked,"Tür\n[808080](offen)[-]"
ulmDoorIndustrial02bSingleNoGlassPicked,"Tür\n[808080](offen)[-]"
ulmDoorIndustrial02bDouble,"Industrielles Doppeltor 2-B"
ulmDoorIndustrial02bDoubleNoGlass,"Doppeltes Industrietor 2-B"
ulmDoorIndustrial02bDoublePicked,"Tür\n[808080](offen)[-]"
ulmDoorIndustrial02bDoubleNoGlassPicked,"Tür\n[808080](offen)[-]"
ulmDoorIndustrial02cSingle,"Industrietor 2-C"
ulmDoorIndustrial02cSingleNoGlass,"Industrietor 2-C"
ulmDoorIndustrial02cSinglePicked,"Tür\n[808080](offen)[-]"
ulmDoorIndustrial02cSingleNoGlassPicked,"Tür\n[808080](offen)[-]"
ulmDoorIndustrial02cDouble,"Industrielles Doppeltor 2-C"
ulmDoorIndustrial02cDoubleNoGlass,"Doppeltes Industrietor 2-C"
ulmDoorIndustrial02cDoublePicked,"Tür\n[808080](offen)[-]"
ulmDoorIndustrial02cDoubleNoGlassPicked,"Tür\n[808080](offen)[-]"
