Key,polish
ulmStorageIronCrate1Signed,"Podpisana Żelazna Skrzynka"
ulmStorageIronCrate1SignedDesc,"[decea3]Możliwa do podpisania i zabezpieczenia.[-]\nBardzo wytrzymały schowek wykonany z Żelaza."
ulmStorageIronCrate2,"Żelazna Skrzynka"
ulmStorageIronCrate2Desc,"Bardzo wytrzymały schowek wykonany z żelaznych płyt."
ulmStorageIronCrate2Secure,"Secure Żelazna Skrzynka"
ulmStorageIronCrate2SecureDesc,"[decea3]Możliwa do zamknięcia.[-]\nBardzo wytrzymały schowek wykonany z Żelaza."
ulmStorageIronCrate2Signed,"Podpisana Żelazna Skrzynka"
ulmStorageIronCrate2SignedDesc,"[decea3]Możliwa do podpisania i zabezpieczenia.[-]\nBardzo wytrzymały schowek wykonany z Żelaza."
ulmStorageIronBarrel1,"Żelazna Beczka"
ulmStorageIronBarrel1Desc,"Bardzo wytrzymały i pojemny, okrągły schowek wykonany z Żelaza."
ulmStorageIronBarrel1Secure,"Zabezpieczona Żelazna Beczka"
ulmStorageIronBarrel1SecureDesc,"[decea3]Możliwy do zamknięcia.[-]\nBardzo wytrzymały i pojemny, okrągły schowek wykonany z Żelaza."
ulmStorageIronBarrel1Signed,"Podpisana Żelazna Beczka"
ulmStorageIronBarrel1SignedDesc,"[decea3]Możliwe do podpisania i zabezpieczenia.[-]\nBardzo wytrzymały i pojemny, okrągły schowek wykonany z Żelaza."
ulmStorageIronBarrel2,"Żelazne Beczki"
ulmStorageIronBarrel2Desc,"Bardzo wytrzymały i pojemny zestaw okrągłych pojemników wykonanych z Iron."
ulmStorageIronBarrel2Secure,"Zabezpieczone Żelazne Beczki"
ulmStorageIronBarrel2SecureDesc,"[decea3]Możliwy do zamknięcia.[-]\nBardzo wytrzymały i pojemny zestaw okrągłych pojemników wykonanych z Żelaza."
ulmStorageIronVariantHelper,"Żelazne Schowki"
ulmStorageIronVariantHelperDesc,"[decea3]Wiele możliwych wariantów[-]\nRóżne schowki wykonane z Żelaza."
ulmStorageIronDoubleCrate1,"Wielka Żelazna Skrzynka"
ulmStorageIronDoubleCrate1Desc,"Bardzo wytrzymały i pojemny schowek wykonany z Płyt Żelaznych."
ulmStorageIronDoubleCrate1Signed,"Wielka Podpisana Żelazna Skrzynka"
ulmStorageIronDoubleCrate1SignedDesc,"[decea3]Możliwa do podpisania i zabezpieczenia.[-]\nBardzo wytrzymały i pojemny schowek wykonany z Żelaza."
ulmStorageIronDoubleCrate2,"Wielka Żelazna Skrzynka"
ulmStorageIronDoubleCrate2Desc,"Bardzo wytrzymały i pojemny schowek wykonany z Iron Plating."
ulmStorageIronDoubleCrate2Secure,"Wielka Secure Żelazna Skrzynka"
ulmStorageIronDoubleCrate2SecureDesc,"[decea3]Możliwa do zamknięcia.[-]\nBardzo wytrzymały i pojemny schowek wykonany z Żelaza."
ulmStorageIronDoubleCrate2Signed,"Wielka Podpisana Żelazna Skrzynka"
ulmStorageIronDoubleCrate2SignedDesc,"[decea3]Możliwe do podpisania i zabezpieczenia.[-]\nBardzo wytrzymały i pojemny schowek wykonany z Żelaza."
ulmStorageIronDoubleVariantHelper,"Wielkie Żelazne Schowki"
ulmStorageIronDoubleVariantHelperDesc,"[decea3]Wiele możliwych wariantów[-]\nRóżne pojemne schowki wykonane głównie z Żelaza."
ulmStorageSteelCrate1,"Stalowa Skrzynia"
ulmStorageSteelCrate1Desc,"Wytrzymały i pojemny schowek wykonany ze Stali."
ulmStorageSteelCrate1Secure,"Zabezpieczona Stalowa Skrzynia"
ulmStorageSteelCrate1SecureDesc,"[decea3]Możliwy do zamknięcia.[-]\nWytrzymały i pojemny schowek wykonany ze Stali."
ulmStorageSteelCrate1Signed,"Podpisana Stalowa Skrzynia"
ulmStorageSteelCrate1SignedDesc,"[decea3]Możliwe do podpisania i zabezpieczenia.[-]\nWytrzymały i pojemny schowek wykonany ze Stali."
ulmStorageSteelBarrel1,"Stalowa Beczka"
ulmStorageSteelBarrel1Desc,"Wytrzymały i pojemny schowek wykonany ze Stali."
ulmStorageSteelBarrel1Secure,"Zabezpieczona Stalowa Beczka"
ulmStorageSteelBarrel1SecureDesc,"[decea3]Możliwy do zamknięcia.[-]\nWytrzymały i pojemny schowek wykonany ze Stali."
ulmStorageSteelVariantHelper,"Stalowe Schowki"
ulmStorageSteelVariantHelperDesc,"[decea3]Wiele możliwych wariantów[-]\nRóżne schowki wykonane ze Stali."
ulmStorageSteelDoubleCrate1,"Wielki Stalowy Schowek"
ulmStorageSteelDoubleCrate1Desc,"Wytrzymały i bardzo pojemny schowek wykonany z Stali."
ulmStorageSteelDoubleCrate1Secure,"Wielki Zabezpieczony Stalowy Schowek"
ulmStorageSteelDoubleCrate1SecureDesc,"[decea3]Możliwy do zamknięcia.[-]\nWytrzymały i pojemny schowek wykonany ze Stali."
ulmStorageSteelDoubleCrate1Signed,"Wielki Podpisany Stalowy Schowek"
ulmStorageSteelDoubleCrate1SignedDesc,"[decea3]Możliwe do podpisania i zabezpieczenia.[-]\nWytrzymały i pojemny schowek wykonany ze Stali."
ulmStorageSteelDoubleCrate2,"Wielki Stalowy Schowek"
ulmStorageSteelDoubleCrate2Desc,"Wytrzymały i bardzo pojemny schowek wykonany z Stali."
ulmStorageSteelDoubleCrate2Secure,"Wielki Zabezpieczony Stalowy Schowek"
ulmStorageSteelDoubleCrate2SecureDesc,"[decea3]Możliwy do zamknięcia.[-]\nWytrzymały i pojemny schowek wykonany ze Stali."
ulmStorageSteelDoubleCrate2Signed,"Wielki Podpisana Stalowy Schowek"
ulmStorageSteelDoubleCrate2SignedDesc,"[decea3]Możliwe do podpisania i zabezpieczenia.[-]\nWytrzymały i pojemny pojemnik wykonany ze Stali."
ulmStorageSteelDoubleVariantHelper,"Wielki Stalowy Schowek"
ulmStorageSteelDoubleVariantHelperDesc,"[decea3]Wiele możliwych wariantów[-]\nRóżne pojemne schowki wykonane głównie ze Stali."
ulmStorageTitaniumCrate1,"Tytanowa Skrzynia"
ulmStorageTitaniumCrate1Desc,"Bardzo wytrzymała i pojemna skrytka wykonana z Tytanu."
ulmStorageTitaniumCrate1Secure,"Zabezpieczony Tytanowa Skrzynia"
ulmStorageTitaniumCrate1SecureDesc,"[decea3]Możliwy do zamknięcia.[-]\nBardzo wytrzymała i pojemna skrytka wykonana z Tytanu."
ulmStorageTitaniumCrate1Signed,"Podpisana Tytanowa Skrzynia"
ulmStorageTitaniumCrate1SignedDesc,"[decea3]Możliwe do podpisania i zabezpieczenia.[-]\nBardzo wytrzymała i pojemna skrytka wykonana z Tytanu."
ulmStorageTitaniumBarrel1,"Tytanowa Beczka"
ulmStorageTitaniumBarrel1Desc,"Bardzo wytrzymała i pojemna skrytka wykonana z Tytanu."
ulmStorageTitaniumBarrel1Secure,"Zabezpieczona Tytanowa Beczka"
ulmStorageTitaniumBarrel1SecureDesc,"[decea3]Możliwa do zamknięcia.[-]\nBardzo wytrzymała i pojemna skrytka wykonana z Tytanu."
ulmStorageTitaniumBarrel1Signed,"Podpisana Tytanowa Beczka"
ulmStorageTitaniumBarrel1SignedDesc,"[decea3]Możliwa do podpisania i zabezpieczenia.[-]\nBardzo wytrzymała i pojemna skrytka wykonana z Tytanu."
ulmStorageTitaniumVariantHelper,"Tytanowe Schowki"
ulmStorageTitaniumVariantHelperDesc,"[decea3]Wiele możliwych wariantów[-]\nRóżne schowki wykonane z Tytanu."
ulmStorageTitaniumDoubleCrate1,"Wielki Tytanowy Schowek"
ulmStorageTitaniumDoubleCrate1Desc,"Bardzo wytrzymała i bardzo pojemna skrytka wykonana z Tytanu."
ulmStorageTitaniumDoubleCrate1Secure,"Large Zabezpieczony Tytanowy Schowek"
ulmStorageTitaniumDoubleCrate1SecureDesc,"[decea3]Możliwy do zamknięcia.[-]\nWytrzymały i pojemny schowek wykonany z Tytanu."
ulmStorageTitaniumDoubleCrate1Signed,"Wielki Podpisany Tytanowy Schowek"
ulmStorageTitaniumDoubleCrate1SignedDesc,"[decea3]Możliwe do podpisania i zabezpieczenia.[-]\nWytrzymały i pojemny pojemnik wykonany z Titanium."
ulmStorageTitaniumDoubleCrate2,"Wielki Tytanowy Schowek"
ulmStorageTitaniumDoubleCrate2Desc,"Wytrzymały i bardzo pojemny schowek wykonany z Titanium."
ulmStorageTitaniumDoubleCrate2Secure,"Wielki Secure Tytanowy Schowek"
ulmStorageTitaniumDoubleCrate2SecureDesc,"[decea3]Możliwy do zamknięcia.[-]\nWytrzymały i pojemny schowek wykonany z Titanium."
ulmStorageTitaniumDoubleCrate2Signed,"Wielki Podpisana Tytanowy Schowek"
ulmStorageTitaniumDoubleCrate2SignedDesc,"[decea3]Możliwe do podpisania i zabezpieczenia.[-]\nWytrzymały i pojemny pojemnik wykonany z Titanium."
ulmStorageTitaniumDoubleVariantHelper,"Wielkie Tytanowe Schowki"
ulmStorageTitaniumDoubleVariantHelperDesc,"[decea3]Wiele możliwych wariantów[-]\nRóżne pojemne schowki wykonane głównie z Titanium."
ulmBlockElevatorPlatform2,"Platforma Windy (2 Piętra)"
ulmBlockElevatorPlatform2Desc,"Z wbudowanym zasilaniem. Rozmiary (Sz-Dł-Wys): [decea3]9x9x6[-]"
ulmBlockElevatorPlatform3,"Platforma Windy (3 Piętra)"
ulmBlockElevatorPlatform3Desc,"Z wbudowanym zasilaniem. Rozmiary (Sz-Dł-Wys): [decea3]9x9x11[-]"
ulmBlockElevatorPlatform4,"Platforma Windy (4 Piętra)"
ulmBlockElevatorPlatform4Desc,"Z wbudowanym zasilaniem. Rozmiary (Sz-Dł-Wys): [decea3]9x9x16[-]"
ulmBlockElevatorPlatform5,"Platforma Windy (5 Pięter)"
ulmBlockElevatorPlatform5Desc,"Z wbudowanym zasilaniem. Rozmiary (Sz-Dł-Wys): [decea3]9x9x21[-]"
ulmBlockElevatorPlatform6,"Platforma Windy (6 Pięter)"
ulmBlockElevatorPlatform6Desc,"Z wbudowanym zasilaniem. Rozmiary (Sz-Dł-Wys): [decea3]9x9x26[-]"
ulmLightCeiling02Player,"Srebrne Światło Kopułowe"
ulmLightCeiling02BrassPlayer,"Mosiężne Światło Kopułowe"
ulmLightCeiling04Player,"Oświetlenie Sufitowe Magazynu"
ulmLightCeiling05Player,"Srebrna Przeszklona Lampa"
ulmLightCeiling05BrassPlayer,"Mosiężna Przeszklona Lampa"
ulmLightCeilingFanPlayer,"Światło z Wentylatorem"
ulmLightChandelierFanPlayer,"Żyrandol"
ulmLightDeskLampPlayer,"Lampka Biurkowa"
ulmLightEndTablePlayer,"Lampka Nocna"
ulmLightFluorescentPlayer,"Światło Fluorescencyjne"
ulmLightFlashlightPlayer,"Latarka Industrialna"
ulmLightPorch01Player,"Stare Oświetlenie Zewnętrzne"
ulmLightPorch04Player,"Żelazne Oświetlenie Zewnętrzne"
ulmLightPorch04BrassPlayer,"Mosiężne Oświetlenie Zewnętrzne"
ulmLightRecessedPlayer,"Światło Wnękowe"
ulmLightRoadBarricadePlayer,"Oświetlona Barierka Drogowa"
ulmLightRoadBarricadePlayerDesc,"Wbudowane baterie dostarczają wystarczająco energii do świecenia."
ulmLightSconcePlayer,"Lampa Ścienna"
ulmLightSignExitPlayer,"Znak Wyjścia"
ulmLightSignOpen,"Znak 'Otwarte'"
ulmLightSignPillsLogoPlayer,"Wielkie Światło-Logo Tabletek"
ulmLightSignPillsLogoSmallPlayer,"Światło-Logo Tabletek"
ulmLightStreetLampClassicPlayer,"Klasyczne Światło Uliczne"
ulmLightTableLampPlayer,"Lampka Stołowa"
ulmLightTrackPlayer,"Oświetlenie Ścieżki"
ulmLightWall01Player,"Zewnętrze Światło Magazynu"
ulmLightWorkLampPlayer,"Światło do Pracy"
ulmLightXRayDisplay1Player,"Wyświetlacz Rentgena A"
ulmLightXRayDisplay2Player,"Wyświetlacz Rentgena A"
ulmStreetLight01Player,"Światło Uliczne"
ulmStreetLight02Player,"Światło Uliczne, Podwójne"
ulmStreetLight03Player,"Światło Uliczne, Potrójne"
ulmStreetLight04Player,"Światło Uliczne, Poczwórne"
ulmFluorescentLightPlayer,"Kinkiet Zewnętrzny"
ulmFluorescentLightBrokenPlayer,"Zepsuty Kinkiet Zewnętrzny"
ulmBlockResourceCarBattery,"Akumulator"
ulmBlockResourceCarBatteryDesc,"Do Prefabów"
ulmBlockResourceCarBatteryCentered,"Akumulator (Wyśrodkowany)"
ulmBlockResourceCarBatteryCenteredDesc,"Do Prefabów"
ulmBlockResourceCarBatteryCorner,"Akumulator (W rogu)"
ulmBlockResourceCarBatteryCornerDesc,"Do Prefabów"
ulmBlockResourcePropaneTank,"Zbiornik Gazu"
ulmBlockResourcePropaneTankDesc,"Wysoce łatwopalny gaz. Przydatny do tworzenia działających piecyków i zaawansowanych stacji chemicznych. [FF6A00]Uwaga: Ulepszenie istniejącej stacji chemicznej usunie z niej WSZYSTKIE przedmioty.[-]"
ulmBlockResourceWaterTank,"Zbiornik Wodny"
ulmBlockResourceWaterTankDesc,"Zbiornik wypełniony wodą. Może zostać użyty do tworzenia przedmiotów, lub połączenia z kranem (Wymaga Klucza Francuskiego), pozwalając na napełnianie pojemników wodą."
ulmBlockWireStrippers,"Narzędzie do Drutu"
ulmBlockWireStrippersDesc,"Do Prefabów"
ulmSignMonitorScreenStand,"Ekran Informacyjny"
ulmSignMonitorScreenStandDesc,"Możesz zmienić tekst wyświetlany na tym ekranie."
ulmSignMonitorScreenStandCentered,"Ekran Informacyjny"
ulmSignMonitorScreenStandCenteredDesc,"Możesz zmienić tekst wyświetlany na tym ekranie."
ulmSignMonitorScreenStandBottom,"Ekran Informacyjny"
ulmSignMonitorScreenStandBottomDesc,"Możesz zmienić tekst wyświetlany na tym ekranie."
ulmSignMonitorScreenSmallBottom,"Ekran Informacyjny"
ulmSignMonitorScreenSmallBottomDesc,"Możesz zmienić tekst wyświetlany na tym ekranie."
ulmSignMonitorScreenSmallCenter,"Ekran Informacyjny"
ulmSignMonitorScreenSmallCenterDesc,"Możesz zmienić tekst wyświetlany na tym ekranie."
ulmSignMonitorScreenSmallTop,"Ekran Informacyjny"
ulmSignMonitorScreenSmallTopDesc,"Możesz zmienić tekst wyświetlany na tym ekranie."
ulmSignMonitorScreenLargeBottom,"Large Ekran Informacyjny"
ulmSignMonitorScreenLargeBottomDesc,"Możesz zmienić tekst wyświetlany na tym ekranie."
ulmSignMonitorScreenLargeCenter,"Large Ekran Informacyjny"
ulmSignMonitorScreenLargeCenterDesc,"Możesz zmienić tekst wyświetlany na tym ekranie."
ulmSignMonitorScreenLargeTop,"Large Ekran Informacyjny"
ulmSignMonitorScreenLargeTopDesc,"Możesz zmienić tekst wyświetlany na tym ekranie."
ulmSignMonitorScreensVariantHelper,"Ekrany Informacyjnye"
ulmSignMonitorScreensVariantHelperDesc,"[decea3]Wiele możliwych wariantów[-]\nRóżne ekrany wyświetlające wpisany przez ciebie tekst."
ulmSignConsoleScreen,"Ekran Konsoli"
ulmSignConsoleScreenDesc,"Możesz zmienić tekst wyświetlany przez tę konsolę."
ulmSignConsoleScreenCentered,"Ekran Konsoli, Wyśrodkowane"
ulmSignConsoleScreenCenteredDesc,"You can customize text displayed przez tę konsolę."
ulmSignConsoleScreenVariantHelper,"Ekrany Konsol"
ulmSignConsoleScreenVariantHelperDesc,"[decea3]Wiele możliwych wariantów[-]\nKonsola z informacjami, wyświetlająca tekst wpisany przez użytkownika."
ulmStationArtisan_1,"Pracownia Rzemieślnicza"
ulmStationArtisan_1Desc,"Miejsce pracy nad blokami do budowy i dekoracji."
ulmStationArtisan_2,"Pracownia Rzemieślnicza (Poziom 2)"
ulmStationArtisan_2Desc,"Udoskonalone miejsce pracy nad blokami do budowy i dekoracji."
ulmStationBallistics_1,"Stacja Balistyczna"
ulmStationBallistics_1Desc,"Miejsce do obróbki, składania i tworzenia amunicji."
ulmStationBallistics_2,"Stacja Balistyczna (Poziom 2)"
ulmStationBallistics_2Desc,"Miejsce do obróbki, składania i tworzenia amunicji."
ulmStationCarpenter_1,"Pracownia Stolarska"
ulmStationCarpenter_1Desc,"Miejsce do tworzenia drewnianych przedmiotów i mebli."
ulmStationCarpenter_2,"Pracownia Stolarska (Poziom 2)"
ulmStationCarpenter_2Desc,"[decea3]10%[-] Mniej Użytych Materiałów\n[decea3]15%[-] Szybsze Tworzenie. Mniej zmarnowanych surowców: daje więcej materiałów."
ulmStationCarpenter_3,"Pracownia Stolarska (Poziom 3)"
ulmStationCarpenter_3Desc,"[decea3]20%[-] Mniej Użytych Materiałów\n[decea3]30%[-] Szybsze Tworzenie. Mniej zmarnowanych surowców: daje jeszcze więcej materiałów."
ulmStationChemistry_1,"Stacja Chemiczna"
ulmStationChemistry_1Desc,"Do mieszania i gotowania wszelkich mikstur i chemikaliów."
ulmStationDisassembly_1,"Station Demontażu"
ulmStationDisassembly_1Desc,"Miejsce do rozkręcania i rozkładania zaawansowanych przedmiotów na części."
ulmStationEvent_1,"Stacja Dekoracji Świątecznych"
ulmStationEvent_1Desc,"Miejsce do tworzenia różnych dekoracji na święta i event'y."
ulmStationForge_1,"Kuźnia Kowalska"
ulmStationForge_1Desc,"Pozwala na obróbkę różnych metalowych części i sztabek."
ulmStationForge_2,"Kuźnia Kowalska (Poziom 2)"
ulmStationForge_2Desc,"Pozwala na kształtowanie stali i tytanu."
ulmStationFurnace_1,"Piec"
ulmStationFurnace_1Desc,"Pozwala tworzyć sztabki miękkich metali, wypalać cegły i cement."
ulmStationFurnace_2,"Piec (Poziom 2)"
ulmStationFurnace_2Desc,"Pozwala przetapiać Srebro, Złoto, Stal i Tytan na sztabki."
ulmStationMaintenance_1,"Stacja Konserwacji"
ulmStationMaintenance_1Desc,"Pozwala na naprawę i ulepszanie przedmotów"
ulmStationMaintenance_2,"Stacja Konserwacji (Poziom 2)"
ulmStationMaintenance_2Desc,"Pozwala na naprawę i ulepszanie przedmotów"
ulmStationMaintenance_3,"Stacja Konserwacji (Poziom 3)"
ulmStationMaintenance_3Desc,"Pozwala na naprawę i ulepszanie przedmotów"
ulmStationMechanic_1,"Pracownia Mechanika"
ulmStationMechanic_1Desc,"Miejsce pracy nad prostymi pojazdami jak rowery, motorynki, motocykle, ich częściami i modyfikacjami."
ulmStationMechanic_2,"Pracownia Mechanika (Poziom 2)"
ulmStationMechanic_2Desc,"Miejsce pracy z zaawansowanymi pojazdami silnikowymi, ich częściami i ich modyfikacjami."
ulmStationMortarAndPestle_1,"Moździerz"
ulmStationMortarAndPestle_1Desc,"Miejsce do rozdrabniania i ucierania składników w drobny pył."
ulmStationRepair_T,"Sklepowa Stacja Napraw"
ulmStationRepair_TDesc,"Pozwala na opłacenie napraw przedmiotów."
ulmStationResearch_1,"Stacja Badań"
ulmStationResearch_1Desc,"Miejsce do opracowywania technologi i rysunków technicznych poziomu 1."
ulmStationResearch_2,"Stacja Badań (Poziom 2)"
ulmStationResearch_2Desc,"Miejsce do opracowywania technologi i rysunków technicznych poziomu 1."
ulmStationResearch_3,"Stacja Badań (Poziom 3)"
ulmStationResearch_3Desc,"Miejsce do opracowywania technologi i rysunków technicznych poziomu 1."
ulmStationTailor_1,"Stacja Krawiecka"
ulmStationTailor_1Desc,"Miejsce do tworzenia materiałów krawieckich, ubrań i pancerza."
ulmStationWorkbench_1,"Warsztat"
ulmStationWorkbench_1Desc,"Pozwala tworzyć bardziej zaawansowane przedmioty i bloki niż przy pracy gołymi rękami."
ulmStationWorkbench_2,"Warsztat (Tier 2)"
ulmStationWorkbench_2Desc,"Pozwala tworzyć bardziej zaawansowane i ulepszone przedmioty i bloki"
ulmStationWorkbench_3,"Warsztat (Tier 3)"
ulmStationWorkbench_3Desc,"Pozwala tworzyć najbardziej zaawansowane i ulepszone przedmioty i bloki."
workbench3DPrinter,"Drukarka 3D"
workbench3DPrinterDesc,"Urządzenie pozwalające drukować części przy użyciu filamentów polimerowych."
workbenchBackpackDesc,"Pozwala na tworzenie podstawowych przedmiotów, bez użycia specjalistycznych narzędzi."
WorkbenchCampfire2,"Palenisko P2"
WorkbenchCampfire3,"Palenisko P3"
WorkbenchCampfire4,"Palenisko P4"
workbenchCementMixerDesc,"Pomaga w tworzeniu materiałów jak beton czy asfalt.."
workbenchFarming,"Pracownia Farmerska"
workbenchFarmingDesc,"Miejsce pracy z nawozami, nasionami, doniczkami itp."
workbenchTableSawDesc,"Twórz meble, zaawansowane kształty bloczków i dekoracje do bazy."
workbenchTannery,"Garbarnia"
workbenchTanneryDesc,"Miejsce w którym możesz suszyć skóry do dalszej obróbki."
ulmContainerTest,"Szafka na Dokumenty"
ulmContainerTest2,"Biurko"
ulmContainerBagDuffle,"Torba Podróżna"
ulmContainerBagDuffleDesc,"Prosta torba do przetrzymywania rzeczy."
ulmContainerSafeWallEmpty,"Sejf Ścienny"
ulmContainerSmallSafeVariantHelper,"Mały Sejf"
ulmContainerSmallSafeVariantHelperDesc,"Malutka, lecz bezpieczna skrytka na kosztowności.\n[808080]Posiada kilka wariantów.[-]"
ulmDecoChristmasTree,"Choinka Świąteczna"
ulmDecoIronTable,"Żelazny Stół"
ulmDecoIronTableDesc,"Wytrzymały żelazny stół z zezspawanych płyt, rurek i innych części."
ulmDecoLogTable,"Drewniany Stół"
ulmDecoLogTableDesc,"Prymitywny stół z pniaków i kilku desek tworzących blat."
ulmDecoPresentBox01a,"Prezent"
ulmDecoPresentBox01b,"Prezent"
ulmDecoPresentBox01c,"Prezent"
ulmDecoPresentBox01d,"Prezent"
ulmDecoPresentBox02a,"Prezent"
ulmDecoPresentBox02b,"Prezent"
ulmDecoPresentBox02c,"Prezent"
ulmDecoPresentBox02d,"Prezent"
ulmDecoPresentBox03a,"Prezent"
ulmDecoPresentBox03b,"Prezent"
ulmDecoPresentBox03c,"Prezent"
ulmDecoPresentBox03d,"Prezent"
ulmDecoPresentBox04a,"Prezent"
ulmDecoPresentBox04b,"Prezent"
ulmDecoPresentBox04c,"Prezent"
ulmDecoPresentBox04d,"Prezent"
ulmDecoPresentBox05a,"Prezent"
ulmDecoPresentBox05b,"Prezent"
ulmDecoPresentBox05c,"Prezent"
ulmDecoPresentBox06a,"Prezent"
ulmDecoPresentBox06b,"Prezent"
ulmDecoPresentBoxVariantHelper,"Prezent"
ulmDecoSnowman01,"Bałwan"
ulmDecoSnowman02,"Bałwan"
ulmDecoSnowmanVariantHelper,"Bałwan"
ulmDecoSquirrelTexCubSF,"Pluszowa Wiewiórka"
ulmDecoSquirrelTexCubSFDesc,"Jak byłem mały to bawiłem się podobnymi. Można użyć do dekoracji bazy, spalić, lub rozłożyć by odzyskać trochę bawełny."
ulmDecoToySquirrel,"Pluszowa Wiewiórka"
ulmDecoToySquirrelDesc,"Jak byłem mały to bawiłem się podobnymi. Można położyć jako dekorację. Można spalić, lub rozłożyć by odzyskać trochę bawełny."
ulmDoorClassic01aSingle,"Drzwi Domowe 1-A"
ulmDoorClassic01aDouble,"Podwójne Drzwi Domowe 1-A"
ulmDoorClassic01aSinglePicked,"Drzwi\n[808080](Otwarte)[-]"
ulmDoorClassic01aDoublePicked,"Drzwi\n[808080](Otwarte)[-]"
ulmDoorClassic01bSingle,"Drzwi Domowe 1-B"
ulmDoorClassic01bDouble,"Podwójne Drzwi Domowe 1-B"
ulmDoorClassic01bSinglePicked,"Drzwi\n[808080](Otwarte)[-]"
ulmDoorClassic01bDoublePicked,"Drzwi\n[808080](Otwarte)[-]"
ulmDoorClassic01cSingle,"Drzwi Domowe 1-C"
ulmDoorClassic01cDouble,"Podwójne Drzwi Domowe 1-C"
ulmDoorClassic01cSinglePicked,"Drzwi\n[808080](Otwarte)[-]"
ulmDoorClassic01cDoublePicked,"Drzwi\n[808080](Otwarte)[-]"
ulmDoorClassic01dSingle,"Drzwi Domowe 1-D"
ulmDoorClassic01dDouble,"Podwójne Drzwi Domowe 1-D"
ulmDoorClassic01dSinglePicked,"Drzwi\n[808080](Otwarte)[-]"
ulmDoorClassic01dDoublePicked,"Drzwi\n[808080](Otwarte)[-]"
ulmDoorClassic01eSingle,"Drzwi Domowe 1-E"
ulmDoorClassic01eDouble,"Podwójne Drzwi Domowe 1-E"
ulmDoorClassic01eSinglePicked,"Drzwi\n[808080](Otwarte)[-]"
ulmDoorClassic01eDoublePicked,"Drzwi\n[808080](Otwarte)[-]"
ulmDoorClassic01fSingle,"Drzwi Domowe 1-F"
