Key,schinese
ulmStationCarpenter_2Desc,资源消耗减少[decea3] 10％[-]\n制作速度加快[decea3] 15％[-]。更少浪费的制作：产生更多的资源。
ulmStationCarpenter_3,木匠台（3级）
ulmStationCarpenter_3Desc,资源消耗减少[decea3] 20％[-]\n制作速度加快[decea3] 30％[-]。更少浪费的制作：产生更多的资源。
ulmStationChemistry_1,化学站
ulmStationChemistry_1Desc,混合和酿造各种混合物和化学药品。
ulmStationDisassembly_1,拆解站
ulmStationDisassembly_1Desc,用于拆卸各种复杂物品或物块的工作场所。
ulmStationEvent_1,节日活动装饰工作站
ulmStationEvent_1Desc,用于制作各种节日活动相关装饰品的工作站。
ulmStationForge_1,铁匠的锻造炉
ulmStationForge_1Desc,用于加工各种金属钻头和铸锭的工作场所。
ulmStationForge_2,铁匠的锻造炉（2级）
ulmStationForge_2Desc,用于成型钢和钛。
ulmStationFurnace_1,熔炉
ulmStationFurnace_1Desc,用于加工金属锭，砖块和水泥的工作场所。
ulmStationFurnace_2,熔炉（2级）
ulmStationFurnace_2Desc,用于将银，金，钢和钛熔炼成锭。
ulmStationMaintenance_1,维修站
ulmStationMaintenance_1Desc,用于维修和升级物品
ulmStationMaintenance_2,维修站（2级）
ulmStationMaintenance_2Desc,用于维修和升级物品
ulmStationMaintenance_3,维修站（3级）
ulmStationMaintenance_3Desc,用于维修和升级物品
ulmStationMechanic_1,机械师的桌子
ulmStationMechanic_1Desc,用于制造基础车辆的工作场所，例如自行车，小型机车，摩托车，其零件和改装件。
ulmStationMechanic_2,机械师的桌子（2级）
ulmStationMechanic_2Desc,用于制造高级车辆（如汽车，卡车，其零件和改装件）的工作场所。
ulmStationMortarAndPestle_1,研钵和研杵
ulmStationMortarAndPestle_1Desc,将各种物品磨成粉末的工作场所。
ulmStationResearch_1,研究站
ulmStationResearch_1Desc,研究1级技术和蓝图的工作场所。
ulmStationResearch_2,研究站（2级）
ulmStationResearch_2Desc,研究2级技术和蓝图的工作场所。
ulmStationResearch_3,研究站（3级）
ulmStationResearch_3Desc,研究3级技术和蓝图的工作场所。
ulmStationTailor_1,裁缝站
ulmStationTailor_1Desc,用于制作布料、衣服和护甲的工作场所。
ulmStationWorkbench_1,工作台
ulmStationWorkbench_1Desc,比起赤手空拳，你可以制作更多高级物品和物块。
workbench3DPrinter,3D打印机
workbench3DPrinterDesc,用各种基于长丝的聚合物打印零件的工作场所。
workbenchBackpackDesc,可以制作最基本的物品，不需要任何专用工具。
WorkbenchCampfire2,篝火T2
WorkbenchCampfire3,篝火T3
WorkbenchCampfire4,篝火T4
workbenchCementMixerDesc,帮助你制作混凝土或沥青等材料。
workbenchFarming,农夫工作台
workbenchFarmingDesc,制作种子，肥料，盆等的工作场所
workbenchTableSawDesc,为你的基地制造家具，高级形状和装饰品。
workbenchTannery,制革站
workbenchTanneryDesc,干燥和准备皮革以进行进一步处理的工作场所。
ulmContainerTest,橱柜
ulmContainerTest2,桌子
ulmContainerBagDuffle,行李袋
ulmContainerBagDuffleDesc,一个用于存储战利品的简单容器。
ulmContainerSafeWallEmpty,墙面保险箱
ulmContainerSmallSafeVariantHelper,小保险箱
ulmContainerSmallSafeVariantHelperDesc,用于存放贵重物品的小巧但安全的存储空间。\n[808080]包含多种形状。[-]
ulmDecoChristmasTree,圣诞树
ulmDecoIronTable,铁制桌子
ulmDecoIronTableDesc,用铁板、管子和其他铁件制成的结实的铁制桌子。
ulmDecoLogTable,原木桌
ulmDecoLogTableDesc,由原木和基础木板制成的简单桌子。
ulmDecoPresentBox01a,礼物盒
ulmDecoPresentBox01b,礼物盒
ulmDecoPresentBox01c,礼物盒
ulmDecoPresentBox01d,礼物盒
ulmDecoPresentBox02a,礼物盒
ulmDecoPresentBox02b,礼物盒
ulmDecoPresentBox02c,礼物盒
ulmDecoPresentBox02d,礼物盒
ulmDecoPresentBox03a,礼物盒
ulmDecoPresentBox03b,礼物盒
ulmDecoPresentBox03c,礼物盒
ulmDecoPresentBox03d,礼物盒
ulmDecoPresentBox04a,礼物盒
ulmDecoPresentBox04b,礼物盒
ulmDecoPresentBox04c,礼物盒
ulmDecoPresentBox04d,礼物盒
ulmDecoPresentBox05a,礼物盒
ulmDecoPresentBox05b,礼物盒
ulmDecoPresentBox05c,礼物盒
ulmDecoPresentBox06a,礼物盒
ulmDecoPresentBox06b,礼物盒
ulmDecoPresentBoxVariantHelper,礼物盒
ulmDecoSnowman01,雪人
ulmDecoSnowman02,雪人
ulmDecoSnowmanVariantHelper,雪人
ulmDecoSquirrelTexCubSF,毛绒松鼠
ulmDecoSquirrelTexCubSFDesc,毛绒松鼠
ulmDecoToySquirrel,毛绒松鼠
ulmDecoToySquirrelDesc,毛绒松鼠
ulmDoorClassic01aSingle,房门 1-A
ulmDoorClassic01aDouble,双开门 1-A
ulmDoorClassic01aSinglePicked,门\n[808080]（撬开的）[-]
ulmDoorClassic01aDoublePicked,门\n[808080]（撬开的）[-]
ulmDoorClassic01bSingle,房门 1-B
ulmDoorClassic01bDouble,双开门 1-B
ulmDoorClassic01bSinglePicked,门\n[808080]（撬开的）[-]
ulmDoorClassic01bDoublePicked,门\n[808080]（撬开的）[-]
ulmDoorClassic01cSingle,房门 1-C
ulmDoorClassic01cDouble,双开门 1-C
ulmDoorClassic01cSinglePicked,门\n[808080]（撬开的）[-]
ulmDoorClassic01cDoublePicked,门\n[808080]（撬开的）[-]
ulmDoorClassic01dSingle,房门 1-D
ulmDoorClassic01dDouble,双开门 1-D
ulmDoorClassic01dSinglePicked,门\n[808080]（撬开的）[-]
ulmDoorClassic01dDoublePicked,门\n[808080]（撬开的）[-]
ulmDoorClassic01eSingle,房门 1-E
ulmDoorClassic01eDouble,双开门 1-E
ulmDoorClassic01eSinglePicked,门\n[808080]（撬开的）[-]
ulmDoorClassic01eDoublePicked,门\n[808080]（撬开的）[-]
ulmDoorClassic01fSingle,房门 1-F
ulmDoorClassic01fDouble,双开门 1-F
ulmDoorClassic01fSinglePicked,门\n[808080]（撬开的）[-]
ulmDoorClassic01fDoublePicked,门\n[808080]（撬开的）[-]
ulmDoorClassic01gSingle,房门 1-G
ulmDoorClassic01gDouble,双开门 1-G
ulmDoorClassic01gSinglePicked,门\n[808080]（撬开的）[-]
ulmDoorClassic01gDoublePicked,门\n[808080]（撬开的）[-]
ulmDoorModern01aSingle,现代住宅门 1-A
ulmDoorModern01aDouble,现代双开门 1-A
ulmDoorModern01aSinglePicked,门\n[808080]（撬开的）[-]
ulmDoorModern01aDoublePicked,门\n[808080]（撬开的）[-]
ulmDoorModern01bSingle,现代住宅门 1-B
ulmDoorModern01bDouble,现代双开门 1-B
ulmDoorModern01bSinglePicked,门\n[808080]（撬开的）[-]
ulmDoorModern01bDoublePicked,门\n[808080]（撬开的）[-]
ulmDoorIndustrial01aSingle,工业门 1-A
ulmDoorIndustrial01aDouble,工业双开门 1-A
ulmDoorIndustrial01aSinglePicked,门\n[808080]（撬开的）[-]
ulmDoorIndustrial01aDoublePicked,门\n[808080]（撬开的）[-]
ulmDoorIndustrial01bSingle,工业门 1-B
ulmDoorIndustrial01bDouble,工业双开门 1-B
ulmDoorIndustrial01bSinglePicked,门\n[808080]（撬开的）[-]
ulmDoorIndustrial01bDoublePicked,门\n[808080]（撬开的）[-]
ulmDoorIndustrial02aSingle,工业门 2-A
ulmDoorIndustrial02aSingleNoGlass,工业门 2-A
ulmDoorIndustrial02aSinglePicked,门\n[808080]（撬开的）[-]
ulmDoorIndustrial02aSingleNoGlassPicked,门\n[808080]（撬开的）[-]
ulmDoorIndustrial02aDouble,工业双开门 2-A
ulmDoorIndustrial02aDoubleNoGlass,工业双开门 2-A
ulmDoorIndustrial02aDoublePicked,门\n[808080]（撬开的）[-]
ulmDoorIndustrial02aDoubleNoGlassPicked,门\n[808080]（撬开的）[-]
ulmDoorIndustrial02bSingle,工业门 2-B
ulmDoorIndustrial02bSingleNoGlass,工业门 2-B
ulmDoorIndustrial02bSinglePicked,门\n[808080]（撬开的）[-]
ulmDoorIndustrial02bSingleNoGlassPicked,门\n[808080]（撬开的）[-]
ulmDoorIndustrial02bDouble,工业双开门 2-B
ulmDoorIndustrial02bDoubleNoGlass,工业双开门 2-B
ulmDoorIndustrial02bDoublePicked,门\n[808080]（撬开的）[-]
ulmDoorIndustrial02bDoubleNoGlassPicked,门\n[808080]（撬开的）[-]
ulmDoorIndustrial02cSingle,工业门 2-C
ulmDoorIndustrial02cSingleNoGlass,工业门 2-C
ulmDoorIndustrial02cSinglePicked,门\n[808080]（撬开的）[-]
ulmDoorIndustrial02cSingleNoGlassPicked,门\n[808080]（撬开的）[-]
ulmDoorIndustrial02cDouble,工业双开门 2-C
ulmDoorIndustrial02cDoubleNoGlass,工业双开门 2-C
ulmDoorIndustrial02cDoublePicked,门\n[808080]（撬开的）[-]
ulmDoorIndustrial02cDoubleNoGlassPicked,门\n[808080]（撬开的）[-]
ulmDoorIndustrial03aDouble,工业双开门 3-A
ulmDoorIndustrial03aDoubleNoGlass,工业双开门 3-A
ulmDoorIndustrial03aDoublePicked,门\n[808080]（撬开的）[-]
ulmDoorIndustrial03aDoubleNoGlassPicked,门\n[808080]（撬开的）[-]
ulmDoorIndustrial03bSingle,工业门 3-B
ulmDoorIndustrial03bSingleNoGlass,工业门 3-B
ulmDoorIndustrial03bSinglePicked,门\n[808080]（撬开的）[-]
ulmDoorIndustrial03bSingleNoGlassPicked,门\n[808080]（撬开的）[-]
ulmDoorIndustrial03bDouble,工业双开门 3-B
ulmDoorIndustrial03bDoubleNoGlass,工业双开门 3-B
ulmDoorIndustrial03bDoublePicked,门\n[808080]（撬开的）[-]
ulmDoorIndustrial03bDoubleNoGlassPicked,门\n[808080]（撬开的）[-]
ulmDoorIndustrial03cSingle,工业门 3-C
ulmDoorIndustrial03cSingleNoGlass,工业门 3-C
ulmDoorIndustrial03cSinglePicked,门\n[808080]（撬开的）[-]
ulmDoorIndustrial03cSingleNoGlassPicked,门\n[808080]（撬开的）[-]
ulmDoorIndustrial03cDouble,工业双开门 3-C
ulmDoorIndustrial03cDoubleNoGlass,工业双开门 3-C
ulmDoorIndustrial03cDoublePicked,门\n[808080]（撬开的）[-]
ulmDoorIndustrial03cDoubleNoGlassPicked,门\n[808080]（撬开的）[-]
ulmDoorIndustrial12aDouble,工业双开门 12-A
ulmDoorIndustrial12aDoubleNoGlass,工业双开门 12-A
ulmDoorIndustrial12aDoublePicked,门\n[808080]（撬开的）[-]
ulmDoorIndustrial12aDoubleNoGlassPicked,门\n[808080]（撬开的）[-]
ulmDoorIndustrial12bSingle,工业门 12-B
ulmDoorIndustrial12bSingleNoGlass,工业门 12-B
ulmDoorIndustrial12bSinglePicked,门\n[808080]（撬开的）[-]
ulmDoorIndustrial12bSingleNoGlassPicked,门\n[808080]（撬开的）[-]
ulmDoorIndustrial12bDouble,工业双开门 12-B
ulmDoorIndustrial12bDoubleNoGlass,工业双开门 12-B
ulmDoorIndustrial12bDoublePicked,门\n[808080]（撬开的）[-]
ulmDoorIndustrial12bDoubleNoGlassPicked,门\n[808080]（撬开的）[-]
ulmDoorIndustrial12cSingle,工业门 12-C
ulmDoorIndustrial12cSingleNoGlass,工业门 12-C
ulmDoorIndustrial12cSinglePicked,门\n[808080]（撬开的）[-]
ulmDoorIndustrial12cSingleNoGlassPicked,门\n[808080]（撬开的）[-]
ulmDoorIndustrial12cDouble,工业双开门 12-C
ulmDoorIndustrial12cDoubleNoGlass,工业双开门 12-C
ulmDoorIndustrial12cDoublePicked,门\n[808080]（撬开的）[-]
ulmDoorIndustrial12cDoubleNoGlassPicked,门\n[808080]（撬开的）[-]
ulmDoorSciFi01,滑动铁门
ulmDoorSciFi01Desc,耐用的铁制滑动门。尺寸（宽x深x高）：[decea3] 3x1x3 [-]
ulmDoorSciFi01Insecure,不安全的铁质推拉门
ulmDoorSciFi01InsecureDesc,耐用的铁质推拉门，由铁制成。尺寸（宽x深x高）：[decea3]3x1x3[-]
ulmDoorSciFi01Locked,锁住的滑动铁门
ulmDoorSciFi01LockedDesc,仅限POI编辑。尺寸（宽x深x高）：[decea3] 3x1x3 [-]
ulmDoorSciFi01Powered,电动推拉铁门
ulmDoorSciFi01PoweredDesc,耐用的铁制滑动门。需要电源。尺寸（宽x深x高）：[decea3]3x1x3[-]
ulmDoorSciFi02,滑动玻璃门
ulmDoorSciFi02Desc,耐用的铁制滑动玻璃门。尺寸（宽x深x高）：[decea3] 3x1x3 [-]
ulmDoorSciFi02Insecure,不安全的玻璃推拉门
ulmDoorSciFi02InsecureDesc,耐用的铁制玻璃推拉门。尺寸（宽x深x高）：[decea3]3x1x3[-]
ulmDoorSciFi02Locked,锁住的滑动玻璃门
ulmDoorSciFi02LockedDesc,仅限POI编辑。尺寸（宽x深x高）：[decea3] 3x1x3 [-]
ulmDoorSciFi02Powered,电动玻璃推拉门
ulmDoorSciFi02PoweredDesc,耐用的铁制玻璃推拉门。需要电源。尺寸（宽x深x高）：[decea3]3x1x3[-] 。
ulmDoorSciFi02Screen,信息屏
ulmDoorSciFi02ScreenDesc,标志屏幕，可以在上面显示你输入的文字。
ulmDoorSciFi02Switch,开关
ulmDoorSciFi03,滑动门
ulmDoorSciFi03Desc,非常耐用的大型铁制滑动门。尺寸（宽x深x高）：[decea3]7x3x5[-]
ulmDoorSciFi03Insecure,不安全的推拉门
ulmDoorSciFi03InsecureDesc,耐用的铁制大推拉门。尺寸（宽x深x高）：[decea3]7x3x5[-]
ulmDoorSciFi03Locked,锁住的滑动门
ulmDoorSciFi03LockedDesc,仅限POI编辑。尺寸（宽x深x高）：[decea3] 7x3x5 [-]
ulmDoorSciFi03Powered,电动推拉门
ulmDoorSciFi03PoweredDesc,经久耐用的铁制大推拉门。需要电源。尺寸（宽x深x高）：[decea3]7x3x5[-] 
ulmDoorSciFi04,滑动防爆门
ulmDoorSciFi04Desc,非常耐用的铁制滑动防爆门。尺寸（宽x深x高）：[decea3]3x3x3[-]
ulmDoorSciFi04Insecure,不安全的滑动防爆门
ulmDoorSciFi04InsecureDesc,耐用的铁制滑动防爆门。尺寸（宽x深x高）：[decea3]3x3x3[-]
ulmDoorSciFi04Locked,锁住的滑动防爆门
ulmDoorSciFi04LockedDesc,仅限POI编辑。尺寸（宽x深x高）：[decea3]3x3x3[-]
ulmDoorSciFi04Powered,电动滑动防爆门
ulmDoorSciFi04PoweredDesc,非常耐用的铁制滑动防爆门。尺寸（宽x深x高）：[decea3]3x3x3[-] 
secureDoorWoodenPicked,木门\n[808080]（撬开的）[-]
secureReinforcedDoorWoodenPicked,加固木门\n[808080]（撬开的）[-]
metalReinforcedDoorWoodenPicked,金属加固门\n[808080]（撬开的）[-]
ironDoor1_v1Picked,铁门\n[808080]（撬开的）[-]
ironDoor1_v2Picked,加固铁门\n[808080]（撬开的）[-]
ironDoor1_v3Picked,加固铁门\n[808080]（撬开的）[-]
vaultDoor01Picked,保险库门\n[808080]（撬开的）[-]
vaultDoor02Picked,加固保险库门\n[808080]（撬开的）[-]
vaultDoor03Picked,加固保险库门\n[808080]（撬开的）[-]
commercialDoor1_v1Picked,商业门\n[808080]（撬开的）[-]
commercialDoor1_v2Picked,加固商业门\n[808080]（撬开的）[-]
commercialDoor1_v3Picked,加固商业门\n[808080]（撬开的）[-]
commercialDoor2_v1Picked,商业门\n[808080]（撬开的）[-]
commercialDoor2_v2Picked,加固商业门\n[808080]（撬开的）[-]
commercialDoor2_v3Picked,加固商业门\n[808080]（撬开的）[-]
commercialDoor4_v1Picked,商业门\n[808080]（撬开的）[-]
commercialDoor4_v2Picked,加固商业门\n[808080]（撬开的）[-]
commercialDoor4_v3Picked,加固商业门\n[808080]（撬开的）[-]
houseFrontDoor1_v1Picked,门\n[808080]（撬开的）[-]
houseFrontDoor1_v2Picked,加固门\n[808080]（撬开的）[-]
houseFrontDoor1_v3Picked,加固门\n[808080]（撬开的）[-]
houseFrontDoor2_v1Picked,门\n[808080]（撬开的）[-]
houseFrontDoor2_v2Picked,加固门\n[808080]（撬开的）[-]
houseFrontDoor2_v3Picked,加固门\n[808080]（撬开的）[-]
garageDoorMetal_v1Picked,车库门 3x2\n[808080]（撬开的）[-]
garageDoorMetal_v2Picked,加固车库门 3x2\n[808080]（撬开的）[-]
garageDoorMetal_v3Picked,加固车库门 3x2\n[808080]（撬开的）[-]
garageDoorHousePicked,车库卷闸门 5x3 (POI)\n[808080]（撬开的）[-]
garageDoorHousePlayerPicked,车库卷闸门 5x3 (POI)\n[808080]（撬开的）[-]
garageDoorHouseBrownPicked,车库门 房子 棕色 5x3（POI）\n[808080]（撬开的）[-]
garageDoorIndustrialPicked,钢制车库门 5x3（POI）\n[808080]（撬开的）[-]
woodHatch1_v1Picked,木闸门\n[808080]（撬开的）[-]
woodHatch1_v2Picked,加固木闸门\n[808080]（撬开的）[-]
woodHatch1_v3Picked,加固木闸门\n[808080]（撬开的）[-]
scrapHatch_v1Picked,铁闸门\n[808080]（撬开的）[-]
scrapHatch_v2Picked,加固铁闸门\n[808080]（撬开的）[-]
scrapHatch_v3Picked,加固铁闸门\n[808080]（撬开的）[-]
vaultHatch_v1Picked,保险库闸门\n[808080]（撬开的）[-]
vaultHatch_v2Picked,加固保险库闸门\n[808080]（撬开的）[-]
vaultHatch_v3Picked,加固保险库闸门\n[808080]（撬开的）[-]
ulmBlockStoreWindowVariantHelper,金属窗
ulmBlockStoreWindowBulletproofVariantHelper,防弹金属窗
ulmBlockWoodWindowVariantHelper,木窗
ulmDoorWoodVariantHelper,木门
ulmDoorWoodDoubleVariantHelper,木制双开门
ulmDoorMetalVariantHelper,金属门
ulmDoorMetalDoubleVariantHelper,金属双开门
ulmContainerStashElliannia,埃莉安娜的储藏室
ulmContainerStashEllianniaInsecure,埃莉安娜的储藏室
ulmContainerStashEllianniaDesc,一个小金属盒子。盒子下面刻有一些文字：埃莉安娜的储藏室。
ulmTrapPoweredSpikes,电动尖刺陷阱
ulmTrapPoweredSpikesDesc,内置传感器，当有动力时，触发内部伺服器和活塞，迅速推出致命的金属尖刺。
rConcreteShapes:VariantHelper,钢筋混凝土形状
titaniumShapes:VariantHelper,钛合金形状
materialmatBrick,砖块
materialmatClothStable,遮阳棚
materialmatCobblestone,鹅卵石
materialmatConcrete,混凝土
materialmatMetal,波纹金属
materialmatReinforcedConcrete,钢筋混凝土
materialmatSteel,钢
materialmatTitanium,钛合金
materialmatWood,木头
materialmatWoodWeak,框架
ulmVehicleHelicopterDH,DH-800直升机
ulmVehicleHelicopterDH1,DH-800直升机
ulmVehicleHelicopterDH2,DH-800直升机
ulmVehicleHelicopterDH3,DH-800直升机
ulmVehicleHelicopterDH4,DH-800直升机
ulmVehicleHelicopterDH5,DH-800直升机
ulmVehicleHelicopterDH6,DH-800直升机
ulmVehicleHelicopterDH7,DH-800直升机
ulmVehicleHelicopterRaven,Raven直升机
ulmVehicleMineCart,矿车
ulmVehicleMineCartBlueprint,矿车
ulmVehicleMiningDumpTruck,矿山自卸车
ulmVehicleMilitaryTruck,军用卡车
ulmVehicleMilitaryTruckDesertTarp1,军用卡车
ulmVehicleMilitaryTruckDesertTarp2,军用卡车
ulmVehicleMilitaryTruckDesertTarp3,军用卡车
ulmVehicleMilitaryTruckDesertRails,军用卡车
ulmVehicleMilitaryTruckCamoTarp1,军用卡车
ulmVehicleMilitaryTruckCamoTarp2,军用卡车
ulmVehicleMilitaryTruckCamoTarp3,军用卡车
ulmVehicleMilitaryTruckCamoRails,军用卡车
ulmVehicleMilitaryTruckVariantHelper,军用卡车
ulmVehicleMilitaryTruckSecureVariantHelper,军用卡车
ulmVehicleMilitaryTruckRandomHelper,[Military Truck Random Helper]
ulmVehicleSedan1,轿车
ulmVehicleSedan1White,轿车
ulmVehicleSedan1Black,轿车
ulmVehicleSedan1Police,黑白色轿车
ulmVehicleSedan1Yellow,轿车
ulmVehicleSedan1Green,轿车
ulmVehicleSedan1Mixed,轿车
ulmVehicleSedan1Red,轿车
ulmVehicleSedan1Blue,轿车
ulmVehicleSedan1PoliceWithLights,警用轿车
ulmVehicleSedan1VariantHelper,轿车
ulmVehicleSedan1WideVariantHelper,轿车
ulmVehicleSedan1SecureVariantHelper,轿车
ulmVehicleSedan1SecureWideVariantHelper,轿车
ulmVehicleSedan1RepairableVariantHelper,轿车
ulmVehicleSedan1DamagedVariantHelper,损坏的轿车
ulmVehicleSedan1WreckedVariantHelper,残破的轿车
